Students	800
125	103 191 104 178
126	199 150 170 81
127	136 56 54 86
128	132 102 88 14
129	22 148 86 51
130	47 110 72 66
131	70 129 67 64
132	67 2 110 180
133	133 129 62 20
134	71 168 11 75
135	180 102 105 109
136	42 20 25 155
137	131 155 57 8
138	77 41 83 85
139	186 183 61 87
140	97 134 133 190
141	81 178 138 109
142	50 126 2 189
143	67 104 190 151
144	130 193 184 77
145	166 161 179 127
146	48 58 196 144
147	152 159 24 175
148	81 15 161 43
149	82 81 117 33
150	119 37 173 167
151	5 193 21 23
152	159 143 107 167
153	42 112 117 157
154	114 60 10 2
155	5 58 97 165
156	68 4 119 200
157	96 84 77 61
158	53 23 150 117
159	119 183 193 1
160	137 136 121 153
161	57 134 141 35
162	22 169 195 117
163	99 55 13 124
164	67 69 41 33
165	165 21 145 89
166	53 127 61 194
167	27 159 69 130
168	190 180 6 147
169	10 116 171 74
170	32 29 120 118
171	43 159 5 126
172	40 147 144 183
173	86 84 171 12
174	32 181 170 49
175	71 152 200 179
176	106 59 154 30
177	55 34 74 158
178	72 22 125 200
179	115 87 160 3
180	71 32 7 128
181	182 72 108 50
182	12 4 174 169
183	152 30 69 61
184	54 114 168 110
185	8 112 129 85
186	153 59 24 39
187	113 13 107 152
188	79 52 162 148
189	170 173 197 182
190	168 186 53 181
191	76 74 3 164
192	184 196 153 53
193	119 106 78 168
194	31 146 102 134
195	61 107 126 147
196	94 34 71 51
197	140 103 24 141
198	57 77 31 14
199	46 37 92 105
200	181 121 59 184
201	142 13 8 148
202	38 130 60 116
203	103 41 93 158
204	118 187 64 163
205	118 123 54 147
206	71 30 130 68
207	172 17 4 153
208	62 106 51 108
209	34 127 162 75
210	177 160 199 102
211	63 148 198 104
212	73 2 162 109
213	148 48 147 87
214	198 190 14 89
215	114 33 16 20
216	99 68 198 157
217	28 125 192 103
218	176 131 158 14
219	188 148 116 8
220	138 85 53 58
221	163 137 159 26
222	197 135 35 42
223	143 16 155 115
224	197 106 172 179
225	137 82 129 57
226	7 37 83 137
227	158 128 130 77
228	177 5 152 163
229	159 167 125 174
230	85 51 167 93
231	137 112 130 167
232	193 45 81 141
233	19 136 199 107
234	171 111 157 44
235	86 87 117 190
236	152 68 19 71
237	171 197 121 177
238	43 174 138 196
239	192 194 116 9
240	163 111 68 95
241	70 163 20 41
242	75 157 169 176
243	139 88 114 24
244	114 54 11 156
245	112 110 68 26
246	161 53 176 169
247	70 191 166 132
248	182 91 16 8
249	146 91 116 174
250	175 171 133 174
251	74 187 124 47
252	31 160 164 59
253	56 69 143 196
254	125 17 26 63
255	137 125 104 135
256	37 76 160 140
257	62 70 5 81
258	122 148 127 81
259	185 45 150 144
260	102 70 13 2
261	48 101 88 60
262	4 50 98 91
263	99 130 194 144
264	114 54 126 81
265	150 138 22 166
266	30 3 49 48
267	49 191 132 74
268	65 54 170 57
269	83 23 48 26
270	185 192 110 19
271	133 148 128 129
272	68 66 41 143
273	108 161 50 122
274	47 153 88 151
275	172 24 96 91
276	200 84 178 129
277	21 147 127 74
278	77 112 43 2
279	142 12 145 147
280	100 52 19 28
281	168 129 34 93
282	188 14 75 131
283	192 34 48 184
284	141 181 3 34
285	158 125 45 33
286	127 100 54 61
287	32 42 22 14
288	24 109 171 148
289	195 194 92 104
290	63 125 75 20
291	144 191 178 12
292	102 16 90 82
293	182 197 22 178
294	183 167 82 74
295	91 38 25 122
296	188 79 44 92
297	29 136 112 44
298	6 35 137 138
299	84 180 88 22
300	38 96 113 57
301	18 107 12 40
302	113 125 71 4
303	181 194 129 87
304	186 145 196 149
305	153 160 136 125
306	99 16 105 163
307	173 1 129 58
308	16 11 91 106
309	53 3 175 123
310	159 173 82 47
311	40 4 8 142
312	30 156 189 175
313	4 128 52 90
314	192 137 173 185
315	123 23 161 160
316	121 51 192 14
317	49 23 95 42
318	152 74 23 2
319	196 86 80 165
320	97 163 120 121
321	14 121 55 97
322	26 168 96 28
323	98 192 26 47
324	171 95 111 196
325	46 62 28 169
326	65 21 70 178
327	187 7 137 46
328	153 84 177 97
329	87 31 19 161
330	149 43 161 152
331	184 104 37 192
332	170 66 129 79
333	135 19 108 98
334	15 108 105 116
335	192 19 21 92
336	146 181 123 102
337	16 94 51 56
338	129 153 5 28
339	112 26 185 183
340	169 62 149 186
341	36 26 180 13
342	19 86 46 43
343	179 200 81 170
344	72 60 11 94
345	127 42 133 186
346	171 196 192 91
347	139 180 161 72
348	60 50 15 29
349	147 163 179 81
350	189 120 186 146
351	54 100 91 89
352	15 87 27 119
353	64 197 166 117
354	25 64 38 171
355	200 185 97 15
356	190 31 3 89
357	180 147 159 151
358	82 34 40 181
359	123 200 132 119
360	57 130 162 180
361	10 192 98 69
362	94 75 196 91
363	11 146 117 99
364	92 177 200 12
365	92 114 45 68
366	92 161 189 97
367	168 72 148 153
368	167 116 15 170
369	36 28 41 82
370	42 55 91 152
371	32 116 17 56
372	48 36 52 93
373	185 175 46 102
374	193 73 31 195
375	27 147 59 198
376	152 106 20 146
377	94 158 90 127
378	194 158 114 185
379	196 200 145 164
380	167 105 199 107
381	55 197 188 130
382	121 135 106 192
383	194 149 113 191
384	193 3 56 138
385	108 120 102 40
386	135 58 86 94
387	24 11 43 91
388	75 85 2 27
389	115 145 81 155
390	56 102 100 108
391	3 13 84 38
392	118 177 20 86
393	126 89 171 133
394	143 124 116 121
395	62 104 31 20
396	47 87 102 61
397	79 122 13 55
398	25 17 87 174
399	176 131 192 108
400	51 56 114 166
401	116 181 83 5
402	171 93 83 114
403	35 54 160 10
404	183 128 125 22
405	101 117 71 35
406	58 124 137 116
407	76 160 152 29
408	180 166 181 103
409	64 37 155 8
410	117 142 162 46
411	88 82 96 98
412	102 138 59 127
413	135 38 107 164
414	181 1 190 150
415	114 51 32 161
416	37 60 102 79
417	111 137 160 150
418	6 137 144 87
419	88 72 187 110
420	48 34 157 51
421	78 22 27 66
422	82 152 47 22
423	67 83 55 93
424	118 45 38 82
425	6 175 141 131
426	17 104 3 178
427	92 103 81 2
428	105 28 170 46
429	100 198 52 21
430	29 34 138 121
431	177 2 21 37
432	172 150 141 58
433	124 7 163 183
434	132 112 154 86
435	190 197 56 50
436	185 125 131 160
437	173 15 30 60
438	53 28 179 105
439	193 18 43 63
440	66 16 53 11
441	75 98 54 159
442	131 53 164 125
443	127 81 176 85
444	21 36 129 152
445	195 18 51 136
446	17 51 31 90
447	51 61 147 170
448	25 130 87 114
449	106 29 6 174
450	68 84 29 114
451	102 157 134 95
452	103 60 92 190
453	191 86 102 104
454	183 98 150 110
455	21 152 181 191
456	54 63 14 155
457	114 98 111 6
458	107 8 176 118
459	49 183 111 9
460	115 185 107 55
461	16 56 103 150
462	148 94 110 106
463	37 11 67 88
464	33 8 39 136
465	197 172 127 133
466	102 133 51 5
467	67 109 147 11
468	151 11 71 37
469	162 126 28 36
470	170 47 77 13
471	14 44 43 143
472	4 136 175 92
473	151 34 154 172
474	60 83 32 115
475	67 52 102 26
476	7 141 62 175
477	62 199 94 158
478	34 185 109 62
479	56 89 84 170
480	137 61 167 145
481	165 145 34 86
482	170 58 196 112
483	103 80 123 64
484	190 80 44 13
485	21 79 159 36
486	116 108 161 69
487	135 151 48 58
488	16 27 110 4
489	95 189 196 200
490	72 49 136 19
491	72 52 80 16
492	9 124 95 127
493	179 27 162 16
494	61 100 9 142
495	72 151 111 159
496	74 34 132 29
497	67 154 100 181
498	198 93 153 29
499	140 183 157 44
500	32 69 164 8
501	11 63 165 106
502	14 84 127 3
503	123 52 138 165
504	40 177 85 55
505	24 158 94 181
506	23 110 33 38
507	114 76 50 103
508	178 10 96 69
509	152 11 5 85
510	52 11 81 176
511	11 74 193 4
512	94 53 107 123
513	37 104 157 168
514	200 95 188 32
515	98 108 147 166
516	86 195 190 109
517	62 111 90 44
518	173 130 30 9
519	9 62 63 137
520	92 8 89 108
521	137 191 53 164
522	196 112 150 5
523	99 87 194 6
524	47 132 182 11
525	179 31 24 142
526	186 119 158 87
527	104 151 15 173
528	81 172 197 167
529	176 38 130 81
530	67 174 130 22
531	1 13 138 6
532	116 186 173 90
533	197 89 76 194
534	27 136 134 32
535	65 183 87 161
536	21 94 57 99
537	141 151 87 54
538	104 61 93 155
539	128 82 29 57
540	195 157 139 31
541	85 88 74 69
542	172 123 16 95
543	131 40 29 17
544	44 181 8 193
545	114 47 25 26
546	46 55 109 37
547	83 81 27 35
548	96 92 143 187
549	9 56 35 190
550	62 94 87 5
551	15 10 200 188
552	150 17 110 88
553	171 127 70 101
554	144 91 105 147
555	53 12 171 85
556	43 176 109 182
557	2 60 33 73
558	133 1 137 81
559	113 48 26 76
560	28 115 133 9
561	68 151 179 15
562	91 95 158 144
563	90 7 6 67
564	98 37 175 63
565	28 82 58 6
566	58 133 161 67
567	130 128 103 136
568	71 48 53 12
569	61 187 146 74
570	188 80 151 128
571	100 27 99 162
572	200 35 108 152
573	169 197 187 145
574	138 132 168 59
575	7 92 145 65
576	91 151 158 90
577	37 188 89 112
578	136 101 72 112
579	28 87 178 47
580	77 67 157 110
581	12 35 2 184
582	11 160 138 107
583	195 129 65 120
584	156 14 121 129
585	57 89 192 183
586	192 152 59 119
587	13 116 118 90
588	112 129 139 162
589	27 71 177 74
590	111 127 54 28
591	188 102 80 23
592	78 99 197 90
593	51 36 32 84
594	117 200 195 54
595	61 15 98 64
596	78 124 156 159
597	39 88 40 1
598	32 83 129 49
599	16 110 93 132
600	104 77 82 106
601	5 191 83 104
602	152 110 31 136
603	154 33 146 59
604	151 191 178 38
605	139 63 52 26
606	138 184 47 172
607	3 9 7 80
608	60 33 43 5
609	6 184 86 82
610	178 172 130 66
611	129 55 23 32
612	168 115 194 103
613	147 84 99 107
614	123 125 174 62
615	143 83 63 161
616	37 128 199 70
617	50 57 107 84
618	194 44 35 174
619	25 185 52 92
620	118 83 52 55
621	69 3 130 113
622	148 100 130 49
623	34 198 13 4
624	5 164 70 56
625	104 189 78 70
626	122 119 169 173
627	34 44 119 20
628	198 172 139 40
629	39 70 37 149
630	136 27 170 63
631	86 179 12 109
632	98 110 65 137
633	7 162 155 14
634	111 114 126 192
635	184 158 145 91
636	164 199 166 35
637	72 38 51 186
638	54 6 161 200
639	43 35 181 33
640	7 194 75 160
641	173 152 69 171
642	119 67 105 6
643	119 113 111 145
644	46 164 12 77
645	13 64 194 73
646	83 15 22 59
647	65 38 27 157
648	15 145 192 179
649	54 72 78 67
650	166 132 59 91
651	87 110 179 47
652	94 110 22 176
653	119 21 69 120
654	181 162 91 154
655	124 59 131 106
656	72 93 59 79
657	83 2 48 12
658	64 50 176 131
659	164 43 53 8
660	183 142 29 93
661	18 125 123 149
662	152 155 109 5
663	141 84 66 95
664	89 166 65 142
665	156 158 53 44
666	155 191 81 113
667	119 55 8 110
668	132 128 67 73
669	140 116 184 186
670	101 135 43 195
671	16 108 3 35
672	186 95 114 154
673	191 99 92 6
674	120 30 21 193
675	4 13 101 129
676	173 31 150 73
677	175 158 52 102
678	44 30 13 159
679	119 137 41 47
680	2 20 151 197
681	53 151 132 43
682	113 180 144 197
683	124 47 135 102
684	156 200 174 160
685	182 69 7 180
686	110 47 13 200
687	63 104 194 33
688	194 76 26 48
689	44 117 2 166
690	2 70 46 197
691	182 141 189 62
692	30 175 130 52
693	144 118 150 185
694	72 13 159 117
695	40 54 144 114
696	140 98 163 54
697	55 102 17 85
698	114 5 189 44
699	29 200 99 66
700	158 186 82 14
701	24 194 113 108
702	192 25 141 142
703	93 70 159 140
704	11 16 76 46
705	54 83 84 101
706	145 97 58 121
707	191 46 97 65
708	144 146 132 95
709	93 43 145 128
710	33 22 74 42
711	103 178 136 141
712	150 4 23 78
713	13 44 162 27
714	147 83 62 117
715	43 189 50 149
716	154 134 190 183
717	19 7 55 160
718	145 34 167 102
719	146 111 97 80
720	106 24 11 84
721	199 112 44 83
722	127 141 160 178
723	148 152 128 49
724	9 40 61 132
725	110 123 84 105
726	89 11 24 38
727	96 80 23 17
728	4 19 78 171
729	37 184 199 162
730	31 106 72 82
731	156 93 54 102
732	40 124 114 43
733	193 57 179 83
734	80 6 151 109
735	52 165 148 84
736	64 172 91 45
737	89 8 98 30
738	23 82 3 169
739	158 84 56 37
740	66 135 6 4
741	106 63 181 155
742	72 18 188 130
743	185 47 122 8
744	114 180 107 168
745	84 180 55 31
746	108 12 156 38
747	131 4 172 95
748	48 116 13 102
749	84 150 73 68
750	147 175 105 112
751	83 50 118 106
752	105 123 126 62
753	30 151 43 121
754	191 57 93 84
755	92 188 88 29
756	147 169 130 195
757	189 134 100 151
758	74 90 141 65
759	5 89 199 6
760	44 99 36 171
761	91 63 148 32
762	177 194 83 148
763	182 79 78 121
764	200 68 44 79
765	132 81 118 82
766	125 17 196 21
767	73 72 143 15
768	63 35 10 87
769	185 140 167 104
770	35 174 79 109
771	91 188 54 126
772	112 79 71 7
773	155 56 165 8
774	122 39 108 18
775	53 54 37 66
776	59 143 113 167
777	92 31 87 115
778	149 166 31 89
779	127 57 12 43
780	60 88 159 29
781	103 98 171 105
782	14 189 134 150
783	46 26 107 132
784	182 141 26 41
785	193 36 142 8
786	59 178 46 168
787	41 111 190 8
788	1 137 61 86
789	153 112 85 101
790	102 2 111 180
791	160 54 118 30
792	94 129 187 102
793	131 92 145 22
794	77 167 86 121
795	92 104 21 18
796	196 65 171 132
797	122 181 142 43
798	181 199 13 16
799	100 68 18 87
800	79 21 51 91
