Students	70000
129	3554 1330 5117 3210
130	3281 784 5578 4485
131	1482 5178 2716 2645
132	1267 6467 1476 3113
133	4923 1862 135 2117
134	4326 822 173 1886
135	6374 6015 3866 3840
136	6590 1597 5966 2926
137	3857 5487 6261 6738
138	6630 1482 2914 713
139	4613 4354 6504 2253
140	863 3822 1866 1275
141	3547 6721 2326 6684
142	5925 3378 1510 3910
143	2695 2219 5669 3866
144	2138 4016 3650 2726
145	5952 642 6348 2447
146	5435 5325 6339 5200
147	1415 5629 2559 5198
148	2945 2642 2432 6009
149	1117 5525 851 6424
150	6084 2779 1474 6457
151	6469 5704 2918 1878
152	3305 900 4716 1100
153	592 5567 1299 1442
154	1715 2513 4368 422
155	701 6244 5721 3339
156	1523 4362 967 5854
157	2987 5664 4492 1697
158	784 6228 3009 2900
159	4902 141 6948 6949
160	81 3151 4731 6734
161	5425 6977 3569 5845
162	6734 1489 3093 3317
163	5810 1718 2903 5660
164	1739 6434 3701 5855
165	1436 765 5974 4671
166	3027 172 6533 5276
167	711 5861 353 6998
168	677 800 1928 401
169	5562 2714 6505 4537
170	4545 5335 3365 1505
171	3804 5545 470 962
172	3264 4787 5119 2140
173	6700 4749 2335 1568
174	813 6171 4847 2327
175	1220 5110 2318 5168
176	2800 1629 5684 3566
177	5963 3052 5601 4265
178	3282 4484 321 540
179	4351 3394 3396 2297
180	2322 2986 4990 1927
181	2579 3772 3950 1002
182	4614 832 2144 2343
183	2898 6576 4471 6685
184	6301 1235 6979 5152
185	3122 650 3159 1601
186	2696 3265 1743 3703
187	5781 6333 6696 1622
188	1839 3581 3112 1434
189	5083 4554 699 3934
190	5849 4332 4605 3288
191	2822 676 4772 1687
192	691 53 5301 1984
193	5567 3634 6856 4259
194	437 6762 5764 4852
195	3841 3554 2635 6189
196	5205 6169 3272 2220
197	3653 597 800 3726
198	3851 4999 83 5729
199	5583 5101 2923 3545
200	1030 816 4538 2394
201	1667 2321 4703 265
202	5581 6502 4409 4795
203	4618 113 219 6165
204	4162 1639 1922 6435
205	5432 6788 5785 5801
206	6831 3479 380 2053
207	1117 1125 2807 6162
208	2689 3975 2310 3496
209	4242 6078 3917 4484
210	6908 3474 2480 5723
211	3159 3183 4456 2980
212	6312 1135 65 1494
213	4099 4887 2133 411
214	3336 4974 2611 1473
215	974 2176 4453 3743
216	5480 4565 4289 1630
217	495 6817 4192 4001
218	4420 1958 6277 1177
219	1265 2321 903 3910
220	745 5199 6865 666
221	2755 6403 1051 4010
222	5711 5049 6159 3338
223	3522 6170 3031 6561
224	5655 1016 3967 4469
225	6735 5624 6868 1858
226	2609 5691 6661 62
227	4973 3237 4982 385
228	5293 628 3461 3078
229	3376 5359 3912 4731
230	1044 522 4720 6224
231	3579 3102 5373 191
232	1286 5417 1396 6306
233	424 1035 504 1650
234	3969 5852 1955 4200
235	5221 6590 4580 3530
236	2896 2524 3504 2647
237	1317 6441 1844 4467
238	2119 923 5940 324
239	985 6403 4521 5730
240	504 2732 1397 6991
241	6027 5435 3363 6469
242	6257 6367 1189 5929
243	1196 5279 2420 439
244	1600 5041 3905 416
245	2383 6033 5968 63
246	5862 2025 5136 2633
247	4604 6560 6802 6494
248	1114 2460 1721 1055
249	2162 2103 5284 713
250	6995 6049 4180 2243
251	6868 3760 717 2676
252	4665 5337 4300 2821
253	2949 6643 6793 5108
254	2777 1955 611 5420
255	258 4492 2933 3702
256	1086 4243 2690 3484
257	3576 390 1464 2238
258	4724 4049 3954 982
259	2201 6865 1604 1504
260	6303 6221 729 2368
261	6644 5211 6262 3834
262	5884 377 5062 2499
263	5100 2193 5648 1633
264	1410 6933 6792 3678
265	6415 3537 2648 6380
266	500 4145 1006 1550
267	557 2638 5840 1355
268	2533 1002 6025 229
269	4097 804 6948 1625
270	4656 5247 569 5787
271	1917 3131 3360 2769
272	4823 1595 4743 5065
273	3308 4626 4209 321
274	3137 343 4907 2693
275	4776 5679 6294 2017
276	6659 32 2429 4260
277	3232 4204 3906 619
278	1443 1643 1684 6662
279	1863 4918 1341 2413
280	6913 970 520 6887
281	1761 169 1639 2318
282	6698 3311 5739 5807
283	2442 3507 705 3062
284	2863 4456 4909 5933
285	1631 3873 3671 1934
286	899 5173 6099 4605
287	1137 1733 6939 295
288	4086 3883 1850 1659
289	356 3832 6942 3278
290	6729 6130 2881 3297
291	3836 5421 6221 5997
292	2431 656 699 2685
293	2451 3815 3920 2983
294	4902 453 4415 1646
295	3079 9 4315 4649
296	910 3097 670 5788
297	3262 804 6425 3202
298	2742 4878 3626 4475
299	66 1391 2215 3654
300	3088 6893 6551 6192
301	397 3813 273 402
302	2474 6161 3493 1091
303	4214 1886 6211 4281
304	6328 5122 3048 863
305	6553 288 3393 5972
306	4440 527 2145 4502
307	5886 2441 880 2298
308	1961 655 2205 5051
309	4262 2566 2755 2083
310	192 4161 3897 52
311	3721 1916 4244 3107
312	1242 2472 74 6118
313	1832 643 2252 4002
314	3195 6676 5287 4872
315	1695 5062 4096 2979
316	2661 3195 2571 4389
317	1516 6202 2406 2812
318	5596 2213 4928 266
319	4837 544 3229 1681
320	6968 6867 2208 5555
321	672 3657 503 5237
322	3265 3601 3720 4942
323	2225 2123 4081 1606
324	5985 2778 6123 5882
325	1463 3681 3548 4012
326	2098 2740 5747 5704
327	4698 2837 3025 6196
328	6062 6888 601 6238
329	6354 4451 6148 1014
330	4261 3127 3908 3002
331	3404 1803 3314 4255
332	1744 118 5017 1700
333	6446 3588 6200 4090
334	2881 187 6087 3478
335	4110 5982 1416 5469
336	6018 581 5877 258
337	6421 2530 6998 4279
338	1359 3835 5436 3387
339	6911 2025 1241 5202
340	204 4519 4413 6865
341	5620 2809 5146 4895
342	5299 3437 3058 1538
343	5753 44 510 3406
344	4340 1509 6878 1862
345	3542 2467 375 649
346	6757 1079 4170 5137
347	6910 916 249 1197
348	1656 5218 5520 526
349	1779 2594 2157 2773
350	3268 2818 1537 665
351	4325 6487 6173 5449
352	5473 757 6876 2253
353	4177 717 2723 4843
354	4882 6340 3751 3694
355	5468 4762 6431 3456
356	5603 5422 4851 3655
357	4741 5510 6864 2738
358	5158 4172 6650 2252
359	109 3954 2988 4500
360	2122 375 751 6554
361	3561 4078 626 1960
362	5839 2395 3943 2148
363	4158 1988 614 1894
364	68 3543 6198 2661
365	1797 3774 1785 3235
366	4677 501 1848 6380
367	4484 3812 6239 4828
368	1432 2787 1634 2442
369	5485 6285 713 1116
370	4607 5819 4305 518
371	3347 4641 2173 4083
372	4523 2140 6814 2420
373	6709 4481 1003 4023
374	6255 3691 64 3692
375	5865 5955 5424 3455
376	1537 1637 1509 3954
377	3394 3235 6984 1933
378	3480 2298 5717 1586
379	5660 6894 5123 5440
380	1942 6055 3316 2224
381	1776 4213 2994 5653
382	3421 6809 3470 6553
383	4574 6373 5798 2525
384	5990 5586 2288 5956
385	3293 1356 6023 3390
386	3261 3282 6234 1764
387	6137 4049 6984 6148
388	1474 6246 6801 3145
389	456 536 2113 4056
390	4678 6468 1315 4004
391	1149 3976 3437 151
392	2552 561 1847 6777
393	955 1614 5622 2519
394	1692 3451 1790 5513
395	570 5565 921 1308
396	4232 1823 682 1325
397	3041 1886 6229 4735
398	5374 4777 2358 5013
399	4586 3193 2337 5242
400	863 954 1524 4521
401	947 4646 4305 469
402	2636 3509 2234 3796
403	1523 3587 4673 3816
404	1712 784 5723 5675
405	2898 4338 1010 4062
406	64 1355 390 5518
407	1010 1813 34 2812
408	6478 4267 3588 5540
409	3957 5542 252 5416
410	4505 3803 3208 4084
411	2531 5495 3744 5480
412	3325 2947 3811 6498
413	4766 1762 4365 4185
414	3879 6924 2344 1758
415	5287 2607 1256 6273
416	4774 6705 2168 6572
417	932 2755 1134 831
418	6431 264 1369 3393
419	5997 957 1386 5856
420	5554 3583 3926 3524
421	2609 4873 4537 2032
422	2380 4981 3496 4402
423	3065 3200 98 4197
424	231 6227 6148 3057
425	5528 3656 3333 1606
426	689 174 445 5876
427	6252 2 3848 325
428	4233 247 1829 5872
429	4531 2656 2345 4930
430	1415 5032 4260 969
431	3747 2706 4227 1075
432	2582 3532 6530 6110
433	2361 2214 86 5533
434	3858 5258 4635 4450
435	1318 5597 406 894
436	4446 6310 4974 418
437	3249 2686 82 6321
438	5468 1911 2061 3045
439	4903 633 6615 1539
440	5335 4509 3755 1671
441	3576 2326 1016 4638
442	4234 596 2845 6970
443	1842 1241 4674 2229
444	3544 4691 122 4095
445	624 6834 3567 2091
446	5008 5669 3815 6783
447	4609 5536 6298 4581
448	2166 6626 497 2318
449	217 6272 3567 3872
450	3989 1865 3270 5443
451	5721 6067 6690 1417
452	6787 6282 181 597
453	5749 2855 5841 1995
454	4329 5537 6482 3209
455	2226 945 4662 4238
456	2681 774 5416 6246
457	908 6818 3852 1660
458	5571 3401 2807 3785
459	4903 4961 275 4966
460	2108 6580 5750 3012
461	3097 3369 5027 4701
462	2393 4468 5219 6810
463	5108 5046 1757 266
464	2053 6053 2376 6922
465	345 442 1387 5798
466	1859 5585 6816 2626
467	6880 2184 5176 5523
468	2493 5017 3888 865
469	6231 2724 3833 2924
470	162 1740 4621 920
471	2748 3627 3138 1297
472	6031 1017 634 900
473	94 4212 1242 4210
474	1552 6058 4719 652
475	4358 6018 3482 1834
476	5489 6482 594 5085
477	4566 2247 1209 1180
478	2931 4153 1553 6399
479	2850 4787 5735 2963
480	2808 6864 1485 4306
481	1195 2788 3086 6065
482	2317 255 2932 1994
483	1614 3910 3819 2428
484	6323 1550 6497 5388
485	2694 2382 664 633
486	153 6282 6062 4107
487	6844 1902 1249 517
488	4278 4069 3878 4494
489	84 4070 1638 2741
490	6171 1766 6648 5154
491	3036 1637 5825 2530
492	5154 5909 269 4574
493	1768 216 3722 3557
494	3268 6315 5897 1662
495	5329 2360 571 4424
496	6154 975 3497 4369
497	5309 3975 2018 6150
498	3622 2018 2952 4984
499	2348 3983 1394 714
500	4940 1483 6247 248
501	3439 2890 6043 5897
502	5013 4963 4100 3003
503	3948 6548 5739 6436
504	3454 5833 2800 1871
505	1572 3854 4499 6913
506	44 5789 4777 4199
507	4012 3421 2209 2774
508	3421 6757 2773 1455
509	4862 4397 6689 2439
510	3750 4939 203 3237
511	6203 3613 2913 4644
512	1866 3781 534 6141
513	4565 51 4170 2902
514	3802 6033 5201 2936
515	3325 1310 6038 2336
516	3737 6798 746 6738
517	2248 6265 6045 1086
518	5265 521 2499 5283
519	5697 1472 878 18
520	480 5287 6202 2841
521	118 5089 1988 3622
522	630 6547 6585 4857
523	5687 2109 3327 4693
524	5150 5483 1895 3102
525	6486 1632 2891 735
526	5586 2679 4918 5810
527	5314 3593 6582 2919
528	5393 1528 6008 5147
529	2166 5998 2745 6961
530	1745 4941 2051 1293
531	4564 5095 6548 6375
532	5404 412 1255 3414
533	4315 3203 1128 6265
534	282 5284 1984 2961
535	3831 6032 4190 4096
536	681 5227 2754 4918
537	2007 3282 3427 787
538	1212 2454 3794 6936
539	5626 4094 840 3946
540	4190 3040 2371 6705
541	1558 6594 1654 127
542	2763 886 3360 1382
543	2463 4238 4178 4663
544	6247 5433 214 2515
545	1385 1018 3486 6908
546	57 2076 2740 3563
547	2572 5730 1423 537
548	4247 2485 6711 3897
549	4920 4565 3896 39
550	5076 570 2494 4031
551	6841 6112 4940 3558
552	2038 758 5462 6809
553	6870 593 5500 2883
554	2618 5507 3044 5318
555	6140 6677 4288 6602
556	6571 2559 1789 4449
557	1831 6638 6488 3290
558	3702 5382 840 1289
559	6928 5832 3438 1977
560	2131 2553 3674 1840
561	3053 1578 2754 5184
562	2657 5433 1925 4022
563	3799 3430 1666 3410
564	3257 2478 514 3418
565	4864 4604 3612 3148
566	2837 182 2861 1364
567	5943 2365 294 2195
568	4544 6886 2652 6048
569	6244 6203 2225 4699
570	4627 2340 1036 625
571	3081 2771 5767 6452
572	1784 2242 4439 3196
573	6410 1477 3868 5682
574	5990 1537 3969 6744
575	199 3347 4959 6820
576	6408 5227 797 4801
577	3201 2356 6738 133
578	2378 6000 3168 4856
579	3615 326 3465 4933
580	4960 5053 4121 6642
581	1943 2466 2816 4219
582	5590 158 1339 6333
583	4679 3660 6879 217
584	3804 6107 6001 3711
585	3692 6547 5 6552
586	742 4230 109 3642
587	3210 5362 1965 5810
588	1249 2735 4370 3735
589	4193 2420 6190 5992
590	6806 1120 6481 2716
591	652 6992 4775 3796
592	4349 3876 5503 2052
593	1008 5121 2447 5839
594	6115 5157 3932 2467
595	52 6794 4808 3845
596	166 4989 113 5375
597	1306 4588 4848 3378
598	26 2996 3763 2873
599	2717 2710 21 99
600	3050 2446 5563 4719
601	3547 11 1070 1501
602	1634 2749 118 5759
603	162 6280 4262 890
604	216 341 1959 2528
605	5022 4720 4746 854
606	2230 2127 3775 2199
607	3691 1175 1468 6628
608	4677 3377 4630 4761
609	5009 5228 3266 2746
610	5898 3191 2631 5184
611	1734 5850 4687 1957
612	6306 5282 6262 2488
613	2999 6814 3475 5763
614	4439 6978 6488 5949
615	2773 2571 1744 2018
616	5590 4931 6689 4245
617	231 5743 3464 1815
618	4520 98 6541 127
619	1487 815 5147 5396
620	1357 106 114 201
621	529 3021 408 77
622	3737 3085 3707 619
623	1454 769 5532 2104
624	1516 1584 1265 6907
625	1149 1282 6145 4044
626	2994 71 2676 4845
627	5522 2457 739 4699
628	1619 6976 4748 139
629	1135 5196 1951 1651
630	4370 5093 3316 4763
631	5704 4710 1335 2343
632	3769 1513 4607 134
633	406 5512 3706 2190
634	1396 4088 1833 3821
635	6201 2992 6159 5433
636	3181 5701 6862 1238
637	6555 5603 4400 1477
638	5411 3383 1812 6741
639	2910 3826 6218 115
640	4430 2539 4525 6734
641	5093 4142 3683 3490
642	6401 4244 2023 5785
643	5526 5311 6998 4781
644	5184 5725 5362 4396
645	4618 3274 6901 4436
646	6510 4788 6642 2902
647	1081 6980 5030 2392
648	5965 38 1412 27
649	4130 1412 3826 973
650	126 6320 259 3926
651	4543 1998 3265 210
652	1227 4833 2022 4025
653	4499 1518 2020 2038
654	212 2900 6820 6698
655	813 4437 4606 1281
656	6798 2319 1917 742
657	5776 4498 2537 4512
658	2305 4701 3387 6793
659	4243 5132 1646 2764
660	5478 6075 2558 2168
661	3870 1084 3415 6669
662	3349 466 348 4235
663	1514 3361 3455 4936
664	2334 963 3802 2220
665	1784 5311 6151 2134
666	5276 4126 6468 3367
667	489 4351 1987 2473
668	4985 5396 3630 6663
669	3426 6478 2114 3823
670	5009 3376 4924 6758
671	3396 340 6419 1340
672	4927 4627 3452 429
673	1689 5200 1586 2058
674	2301 786 5191 5827
675	4443 3712 2514 1383
676	2680 2494 4250 2881
677	2312 6927 1898 841
678	2579 3736 6444 562
679	1723 6438 3820 5461
680	2304 6819 1567 6284
681	732 2057 2837 4997
682	708 3253 3835 5496
683	1012 816 6280 5709
684	587 3378 3116 512
685	5920 5500 4294 639
686	3356 4538 2799 849
687	4822 2276 2586 4275
688	4929 3131 3507 1780
689	3923 6330 6836 1194
690	2354 5759 1275 6470
691	2803 2714 4340 1611
692	3730 4153 6362 4911
693	592 1881 2665 1930
694	2244 5411 6464 3007
695	2360 1637 855 6168
696	3824 5437 3823 4430
697	4739 5427 2155 2711
698	3917 1302 531 430
699	90 5086 2163 2085
700	6237 1514 225 505
701	3689 2291 2913 1450
702	2014 1971 2375 2831
703	6379 3101 561 2198
704	3336 563 437 5513
705	5961 6034 6078 2459
706	6510 3106 3354 5141
707	6293 1210 1766 481
708	5141 5456 4131 5759
709	3566 4068 4286 1677
710	2645 2256 4608 5172
711	589 1207 5502 3737
712	6354 3911 4 2628
713	2142 3830 521 3479
714	3119 911 363 2132
715	6470 3193 6091 2142
716	3392 1696 4697 195
717	2918 390 6786 6541
718	5233 747 5346 3521
719	4432 4642 1385 5980
720	4474 1558 3936 4064
721	4221 3100 1304 2964
722	3365 2603 2219 1056
723	1315 1987 95 4657
724	5550 318 5153 6979
725	1026 1665 6688 1636
726	5985 4489 1638 4029
727	3401 1957 5356 6828
728	4614 1314 6594 1468
729	4763 5760 5287 4532
730	1092 3694 3348 3246
731	3178 2684 3089 243
732	2696 6123 4684 5558
733	2376 56 4660 6428
734	4773 2793 5449 6459
735	1120 4308 6505 636
736	4580 247 2152 5333
737	6346 1279 858 6241
738	276 125 699 937
739	1585 5584 6793 3748
740	6029 5200 2185 6861
741	6180 6674 1993 5954
742	3776 3031 5516 1571
743	692 733 3855 6340
744	5077 5171 3620 6781
745	4577 2999 3270 2853
746	4762 5927 1051 1686
747	6779 6541 5628 4766
748	6665 6209 6935 554
749	1269 3910 2435 3525
750	6685 3020 3475 2439
751	2802 4444 5335 452
752	5674 4601 548 2172
753	6249 1367 6349 5844
754	3323 2208 6362 4470
755	6769 6092 3740 1384
756	5142 6884 3694 1857
757	4883 5431 2125 1913
758	990 1500 1804 1206
759	3085 4657 5222 3421
760	2215 673 5884 3
761	2130 5564 1037 657
762	2543 2987 1659 966
763	2389 2853 2250 45
764	2115 1240 1711 5420
765	1844 3321 6141 553
766	3835 1194 3042 1772
767	6258 2443 6577 873
768	3180 6524 6513 6630
769	2899 2033 1311 5703
770	6027 3363 4973 5519
771	4872 2702 5236 6031
772	2755 3008 3156 3758
773	4614 1875 5148 5217
774	6954 967 2806 5909
775	4504 1108 1151 4219
776	5494 5646 2953 1291
777	1705 1417 3941 5612
778	6429 2532 817 5289
779	6433 5234 5949 1070
780	3347 4774 6466 3735
781	6745 1549 6653 4707
782	6178 1563 1109 5318
783	635 3604 1281 2130
784	3291 2693 1727 1940
785	6871 2392 4613 220
786	813 133 5703 2085
787	4369 5996 5752 2561
788	5588 2342 6110 2626
789	1208 6560 5367 2028
790	12 448 457 4114
791	2497 6457 1253 2392
792	5119 1267 5896 1390
793	1238 1910 3903 4816
794	4828 4444 3207 2380
795	5159 3997 6298 4925
796	6080 3802 6271 4215
797	4116 3635 1169 5567
798	2792 227 1251 5250
799	6149 738 4663 6622
800	97 3154 270 1263
801	6633 6335 6612 5122
802	6220 6910 4077 1012
803	5094 3996 6432 2572
804	6529 5822 2950 1472
805	3331 6421 5176 4759
806	5915 6160 4972 6368
807	6306 4547 2243 5365
808	2528 4536 4773 249
809	4988 4991 3948 3525
810	1154 3513 3880 4069
811	6898 3072 328 6989
812	6134 3649 985 6271
813	3457 1037 2424 3761
814	2644 2265 671 1585
815	2529 4531 1673 4052
816	3449 6663 3489 3177
817	6587 606 5070 6060
818	4870 3490 2692 3452
819	5877 6960 1351 5456
820	686 3328 6483 3682
821	2717 6288 648 4608
822	2982 513 1238 6720
823	4696 5930 879 6338
824	640 2490 4868 5388
825	2952 2158 2487 2626
826	5163 874 6336 4631
827	5071 2678 4155 4875
828	5860 4632 5184 2311
829	3226 23 669 6378
830	127 5608 6974 6446
831	6217 5647 6303 304
832	5580 5780 5604 4921
833	3866 4628 809 6962
834	2179 3391 5660 6073
835	6924 2924 509 3223
836	3201 214 225 2201
837	2140 2152 3890 2846
838	3996 3864 4954 1878
839	5524 3848 1658 38
840	2848 171 1680 4011
841	1032 1153 355 5862
842	5046 3190 356 3866
843	5957 4748 3356 4128
844	1324 1464 835 2795
845	2198 2809 4391 3133
846	5327 664 681 1096
847	2316 1590 3661 6077
848	5479 709 1077 3385
849	1870 3081 2120 3133
850	2821 4912 824 4017
851	6960 6006 5594 1063
852	5800 3591 448 5455
853	3149 5176 4135 1858
854	6854 5015 1532 5100
855	65 1969 5251 231
856	6764 346 6659 6878
857	3950 1425 2590 810
858	4265 2597 4582 3937
859	2196 6092 3101 4665
860	6244 5410 3720 38
861	5564 4449 5780 277
862	6055 6690 4501 6701
863	4289 4311 5781 6268
864	6 896 718 4850
865	4563 6229 2923 5104
866	2942 6941 6711 2613
867	2110 1443 1477 4670
868	5107 3353 986 2035
869	2542 4464 589 4929
870	2975 5461 5733 5842
871	6082 1868 5697 2977
872	6715 5972 4693 2916
873	6922 6324 972 4605
874	4142 380 5850 955
875	4056 324 3028 2974
876	663 5190 5610 3764
877	4790 5474 3956 264
878	1623 4919 348 2856
879	3406 567 4191 1101
880	4765 366 553 1480
881	5512 6997 4678 1232
882	5126 5523 2234 2837
883	534 4392 5470 2311
884	4697 3962 3780 4125
885	4602 1575 2029 3782
886	1445 2389 4065 1158
887	651 6261 3340 637
888	4987 3416 4348 6586
889	3066 2056 304 6417
890	2198 4419 5269 6311
891	2439 2531 1871 3057
892	391 6638 2192 1410
893	1218 5285 1940 4159
894	3369 6430 2109 1861
895	3945 5029 1225 11
896	6723 3819 1432 5565
897	6681 2800 5040 6054
898	104 6167 5156 2518
899	3818 1474 6324 4646
900	4909 1976 2180 1677
901	71 4783 147 2868
902	5922 1429 3924 845
903	1737 2989 5523 4627
904	3821 3423 5850 2002
905	6574 1387 4448 2674
906	6244 368 3053 6764
907	3645 5694 3841 1121
908	2183 4105 1741 4177
909	3422 4288 5372 1805
910	1930 2777 4164 5738
911	4136 3142 1093 3277
912	2583 5472 2394 1508
913	3971 5114 2273 5384
914	6224 2909 5287 6302
915	4104 6073 2989 2294
916	1397 326 994 2343
917	2882 4099 651 3401
918	284 3149 490 6344
919	4512 6749 1026 6931
920	6159 6830 5827 795
921	630 5090 4108 6040
922	1217 1596 6101 3275
923	2882 1857 5748 29
924	671 2615 547 3838
925	5315 785 1987 5736
926	6278 2358 1653 4
927	6862 729 2693 6398
928	3898 4653 2777 4570
929	2512 1812 1406 1168
930	5659 1122 4448 2362
931	3979 3376 3108 2154
932	6443 3354 3289 3156
933	4639 4028 109 3149
934	6033 5310 1370 5383
935	3431 4583 6258 6351
936	4138 40 3794 3729
937	6074 152 1363 139
938	1768 2873 2330 2591
939	1524 5052 6886 4486
940	51 6768 2091 1290
941	1000 3616 5834 2839
942	485 5542 5496 5198
943	4106 5354 1179 6232
944	1949 2142 6083 2362
945	5709 5235 1141 2079
946	1377 80 2174 3854
947	3109 2175 2280 2478
948	2012 6585 5938 5952
949	845 2090 6543 4970
950	1449 6858 3989 3376
951	2056 1105 1194 1520
952	4333 1234 3393 6069
953	4819 1726 956 1033
954	1606 5805 6755 3582
955	5127 5967 6655 3991
956	6509 4399 2965 1855
957	1374 4546 5249 5766
958	259 2544 3162 4148
959	5151 2430 5275 1875
960	4358 5263 4588 3082
961	6027 4021 3517 1872
962	5848 5269 4166 1131
963	628 4410 54 4685
964	6561 2263 3923 6554
965	4882 4083 5783 6103
966	3483 6680 2736 573
967	3628 2489 73 6654
968	5757 3342 1374 4695
969	5021 5830 3323 1444
970	1583 4022 4320 6325
971	2185 5366 3943 6527
972	1409 982 1552 5339
973	3485 1407 3576 1099
974	6212 1045 5184 3998
975	3528 3074 339 4291
976	3463 6730 705 1507
977	5541 681 4315 1481
978	3514 447 4505 6702
979	6269 4463 3686 5931
980	3593 630 3383 6699
981	740 6093 6556 3200
982	4418 4098 4859 5954
983	3390 2198 4828 6060
984	602 2759 6342 6969
985	2994 6801 6380 734
986	4532 5112 6479 1936
987	642 263 5251 4006
988	226 6782 1448 4831
989	3638 1985 5639 4261
990	894 6569 2432 1978
991	1710 2718 4181 5696
992	2433 237 2098 2740
993	3220 1928 6218 4873
994	5998 5455 4603 3940
995	4253 4208 5643 433
996	4972 3954 1415 6717
997	2499 6265 3337 6122
998	1263 1119 6105 3878
999	3660 3474 2286 1396
1000	4736 1813 3235 6354
1001	2876 2497 2056 1624
1002	4858 5312 4526 6160
1003	3154 6842 6572 2463
1004	1223 4766 2637 1258
1005	5243 1660 5963 4183
1006	3564 4608 2129 1926
1007	2568 4468 5627 6689
1008	1146 4803 4540 5694
1009	4975 3754 5722 2648
1010	4072 2783 5907 2545
1011	2924 1806 4852 3532
1012	3972 3312 2621 6961
1013	3554 4314 3945 4472
1014	5908 6437 3114 6482
1015	2658 1563 5103 4674
1016	5947 5987 3566 1775
1017	3048 1250 2577 1678
1018	878 940 1679 3705
1019	5100 1124 5022 5003
1020	5889 4253 1416 5691
1021	426 4800 6747 712
1022	718 493 2621 4561
1023	2561 2210 2836 3134
1024	4802 6863 4532 2335
1025	449 6255 2793 6388
1026	5368 5875 4361 4752
1027	2134 3248 1708 519
1028	92 5118 2413 3981
1029	4599 2793 2890 5883
1030	1026 6177 565 2824
1031	6073 2706 3455 5017
1032	4940 1878 6410 4738
1033	5299 2564 5500 521
1034	1905 1585 4909 6323
1035	1341 1394 5211 3492
