Students	1600
158	180 331 175 71
159	334 36 121 293
160	225 361 360 337
161	324 305 349 301
162	386 377 164 123
163	184 343 98 368
164	315 35 283 265
165	299 188 263 25
166	172 265 386 121
167	380 226 246 176
168	12 64 365 273
169	53 68 37 211
170	367 119 147 170
171	87 268 250 277
172	111 345 354 188
173	172 103 131 245
174	343 296 82 191
175	133 190 363 264
176	22 199 294 249
177	178 292 194 123
178	25 107 267 274
179	151 307 172 166
180	219 262 302 309
181	204 94 393 289
182	11 360 6 133
183	221 215 241 99
184	81 212 282 78
185	277 147 166 93
186	173 127 53 72
187	250 211 23 135
188	36 156 275 182
189	213 340 205 80
190	268 26 189 111
191	355 112 96 45
192	157 398 241 332
193	32 201 396 230
194	211 395 21 397
195	10 315 111 278
196	331 29 155 187
197	98 42 135 350
198	116 18 140 145
199	209 368 310 56
200	346 47 235 211
201	295 211 340 153
202	368 400 79 52
203	208 71 184 133
204	12 51 371 303
205	48 316 182 216
206	27 257 22 17
207	98 201 353 286
208	276 19 377 89
209	289 354 46 347
210	25 197 114 106
211	172 70 224 107
212	21 11 338 76
213	190 217 358 367
214	71 73 103 9
215	146 3 107 154
216	139 317 64 138
217	357 104 384 23
218	303 381 172 315
219	176 158 153 233
220	146 275 336 350
221	294 109 24 47
222	18 379 302 261
223	154 371 194 61
224	337 89 345 27
225	61 134 137 76
226	319 111 9 273
227	221 237 242 93
228	153 69 215 184
229	110 165 184 42
230	1 2 7 162
231	359 329 325 357
232	349 231 16 295
233	223 277 152 119
234	206 231 290 226
235	352 33 83 240
236	64 338 335 159
237	217 139 268 362
238	388 380 364 88
239	139 239 163 219
240	14 58 8 307
241	106 347 6 76
242	304 14 190 201
243	278 365 235 211
244	286 153 331 368
245	333 296 160 57
246	68 150 21 113
247	99 268 236 67
248	320 197 85 156
249	364 172 159 280
250	14 247 227 383
251	310 389 367 333
252	199 105 347 346
253	139 63 238 283
254	279 259 99 334
255	94 99 216 92
256	205 105 263 234
257	332 127 76 137
258	248 34 20 387
259	15 314 324 107
260	146 24 314 112
261	351 223 6 379
262	117 69 140 170
263	325 12 142 201
264	130 389 398 242
265	371 157 83 152
266	367 212 297 54
267	387 346 64 270
268	274 67 310 102
269	384 125 366 38
270	29 201 105 275
271	394 44 126 57
272	356 373 204 305
273	334 263 291 109
274	235 139 316 283
275	214 198 374 151
276	240 195 385 90
277	182 122 34 361
278	49 51 158 146
279	107 32 42 8
280	164 356 7 121
281	379 83 290 134
282	187 143 116 12
283	215 123 395 18
284	50 143 223 338
285	142 141 44 352
286	149 288 23 232
287	180 341 135 169
288	215 128 238 127
289	241 7 193 243
290	142 374 307 76
291	346 138 265 114
292	102 113 170 152
293	276 177 373 307
294	56 263 393 112
295	391 356 119 51
296	349 286 41 368
297	370 197 360 378
298	58 110 64 215
299	185 246 4 302
300	364 219 390 41
301	86 79 329 120
302	231 303 92 71
303	100 269 371 388
304	106 394 20 92
305	290 69 338 208
306	388 386 131 367
307	166 177 334 101
308	55 282 161 183
309	163 124 328 135
310	125 18 379 111
311	328 345 84 361
312	268 274 381 275
313	82 126 395 296
314	22 327 5 67
315	158 40 204 154
316	298 71 108 61
317	391 354 36 81
318	257 115 254 381
319	99 16 227 358
320	278 248 108 212
321	159 264 318 246
322	157 281 209 148
323	4 104 46 130
324	351 190 377 248
325	155 94 274 281
326	324 301 146 11
327	22 195 326 72
328	134 120 187 353
329	349 342 77 40
330	291 348 247 155
331	211 289 124 59
332	16 212 152 157
333	344 234 88 161
334	329 284 195 154
335	130 200 53 123
336	160 309 257 6
337	74 28 147 348
338	148 102 53 69
339	182 389 216 98
340	22 253 302 341
341	158 81 381 223
342	145 66 114 236
343	168 318 235 215
344	52 122 114 98
345	240 110 106 32
346	119 106 334 136
347	214 7 399 134
348	188 200 177 362
349	124 185 312 115
350	102 135 53 13
351	140 168 269 32
352	208 175 239 385
353	217 282 84 221
354	44 229 391 199
355	236 12 349 214
356	359 376 333 400
357	299 132 259 177
358	395 150 241 37
359	96 298 163 262
360	322 359 378 132
361	127 398 82 382
362	110 151 38 347
363	301 118 160 12
364	322 251 206 44
365	291 309 342 268
366	331 326 24 179
367	398 176 349 266
368	352 357 38 236
369	195 160 159 77
370	270 203 265 238
371	386 73 326 95
372	209 118 15 66
373	238 315 87 386
374	102 86 267 320
375	334 288 389 243
376	74 129 32 39
377	91 76 7 238
378	399 29 295 242
379	35 120 15 393
380	142 227 268 170
381	83 219 359 108
382	321 68 259 188
383	203 70 151 15
384	289 72 317 57
385	49 205 5 293
386	61 250 5 223
387	189 281 155 277
388	308 209 239 342
389	322 399 321 27
390	295 163 255 384
391	3 379 230 216
392	355 116 274 124
393	310 306 247 361
394	179 266 62 112
395	332 161 43 168
396	220 288 255 335
397	197 289 81 207
398	362 116 48 300
399	333 256 338 329
400	112 315 227 390
401	203 369 224 316
402	359 306 17 106
403	289 369 21 50
404	190 198 301 337
405	328 156 61 15
406	152 198 381 11
407	304 53 126 351
408	124 257 263 8
409	21 113 183 41
410	375 74 198 271
411	326 225 146 239
412	112 288 346 392
413	99 9 128 121
414	335 379 274 38
415	75 157 336 326
416	57 310 309 142
417	161 153 268 21
418	38 91 307 104
419	369 370 77 134
420	95 165 20 227
421	14 275 197 124
422	68 286 347 211
423	344 89 364 212
424	111 72 256 152
425	235 53 54 74
426	324 128 229 148
427	98 9 346 334
428	274 261 70 26
429	39 134 4 343
430	150 360 11 56
431	333 104 124 399
432	92 229 325 131
433	329 244 293 186
434	302 139 63 56
435	396 34 399 39
436	222 309 285 35
437	242 319 400 224
438	146 352 114 130
439	164 50 386 352
440	245 281 330 208
441	388 374 10 114
442	121 241 21 128
443	101 131 210 395
444	35 263 397 352
445	51 317 315 180
446	314 399 113 345
447	188 235 92 294
448	327 61 67 292
449	170 280 295 298
450	144 381 78 148
451	174 196 348 178
452	157 193 119 340
453	187 209 48 315
454	80 368 251 244
455	65 219 265 252
456	103 306 250 186
457	131 356 70 325
458	380 96 80 265
459	278 303 62 210
460	393 16 191 222
461	223 22 354 95
462	355 284 217 255
463	186 167 207 304
464	229 77 321 159
465	372 397 37 177
466	162 356 12 340
467	284 190 95 63
468	378 318 4 256
469	39 234 27 167
470	30 310 265 170
471	100 335 169 386
472	375 44 354 185
473	253 19 356 77
474	309 319 8 206
475	80 191 68 5
476	201 348 243 291
477	45 362 109 71
478	259 124 175 243
479	163 83 303 233
480	382 230 73 49
481	80 70 239 323
482	374 392 323 251
483	298 190 241 396
484	155 161 318 279
485	371 239 135 57
486	331 313 276 309
487	192 227 88 72
488	266 4 357 127
489	240 14 76 125
490	390 200 248 124
491	157 14 258 326
492	235 316 4 368
493	13 162 191 386
494	126 371 313 318
495	142 119 29 261
496	56 143 257 240
497	15 303 294 33
498	99 67 184 154
499	215 256 255 95
500	369 143 278 363
501	153 139 208 336
502	171 304 368 99
503	191 63 240 61
504	69 343 110 367
505	253 336 332 158
506	266 196 259 96
507	244 127 158 147
508	390 358 363 353
509	234 1 280 294
510	272 46 33 134
511	41 65 99 176
512	229 393 158 240
513	99 191 344 396
514	293 164 106 196
515	4 155 150 244
516	350 240 370 312
517	205 212 350 146
518	78 33 364 37
519	311 376 14 226
520	5 62 6 4
521	347 239 40 313
522	123 385 375 350
523	297 115 282 171
524	365 140 74 326
525	353 61 386 237
526	260 103 400 292
527	378 48 310 306
528	300 327 152 379
529	388 235 189 378
530	311 260 133 36
531	99 263 158 28
532	296 91 267 343
533	292 400 257 119
534	268 116 170 30
535	188 379 88 108
536	357 219 112 132
537	88 344 357 131
538	262 228 173 45
539	284 327 84 89
540	235 266 31 217
541	234 271 268 293
542	239 261 377 148
543	79 84 168 135
544	212 389 135 54
545	279 189 271 374
546	338 97 350 26
547	370 336 338 171
548	30 178 95 230
549	260 74 151 372
550	224 71 176 383
551	221 169 72 123
552	400 229 77 101
553	136 266 319 154
554	321 134 248 125
555	371 265 357 138
556	68 232 244 340
557	234 329 250 248
558	108 281 101 361
559	242 364 130 289
560	151 371 197 42
561	368 79 332 123
562	76 195 68 252
563	289 328 333 351
564	146 80 330 238
565	307 83 67 381
566	97 82 92 99
567	109 310 41 23
568	205 192 55 146
569	68 235 361 299
570	300 113 314 109
571	32 194 80 74
572	55 335 158 293
573	307 10 361 212
574	108 187 391 297
575	37 252 287 193
576	16 328 187 20
577	143 227 263 338
578	279 399 177 260
579	304 277 95 367
580	320 112 154 83
581	67 179 202 337
582	195 186 296 226
583	306 101 167 308
584	265 43 335 13
585	68 95 206 356
586	379 250 25 61
587	232 112 153 339
588	4 283 220 379
589	19 178 330 45
590	284 230 21 239
591	220 63 106 73
592	288 125 226 185
593	256 397 173 103
594	340 8 323 73
595	199 193 13 101
596	372 176 215 173
597	3 63 266 226
598	109 234 141 181
599	16 367 400 396
600	10 46 213 49
601	159 379 347 240
602	115 152 73 318
603	56 237 254 81
604	342 251 4 196
605	309 395 21 71
606	212 103 270 130
607	228 334 207 52
608	184 397 374 109
609	288 138 191 330
610	262 205 169 159
611	109 106 259 94
612	355 143 72 310
613	334 377 195 192
614	177 371 340 70
615	345 193 162 209
616	325 397 288 168
617	371 176 9 124
618	89 164 255 14
619	284 371 335 367
620	31 278 96 193
621	273 287 259 345
622	327 267 304 302
623	138 244 52 210
624	146 261 64 229
625	225 159 5 374
626	144 245 112 309
627	65 320 167 326
628	237 57 87 302
629	39 1 31 360
630	273 195 42 381
631	258 360 110 10
632	307 247 38 171
633	362 266 224 135
634	70 352 151 256
635	217 13 221 139
636	154 10 294 116
637	1 218 141 82
638	110 44 92 388
639	323 45 163 275
640	247 174 135 15
641	123 130 388 385
642	398 272 19 268
643	72 178 276 19
644	339 125 72 265
645	155 175 80 115
646	63 307 189 340
647	274 26 9 337
648	132 6 294 166
649	330 378 216 152
650	96 375 322 207
651	206 162 101 279
652	1 139 311 344
653	319 60 43 379
654	393 227 216 322
655	5 399 41 206
656	301 106 156 240
657	276 169 35 148
658	75 254 63 61
659	284 115 73 353
660	265 9 38 207
661	357 319 363 271
662	144 363 179 365
663	278 312 301 42
664	8 165 217 279
665	30 124 282 109
666	38 265 390 62
667	283 29 325 168
668	50 344 173 140
669	228 61 324 237
670	151 175 184 245
671	306 205 185 82
672	75 198 248 142
673	280 47 92 44
674	87 205 64 25
675	90 217 243 78
676	339 214 251 126
677	60 354 176 148
678	95 28 235 224
679	219 382 173 26
680	38 209 373 81
681	292 52 375 391
682	77 100 33 133
683	84 242 94 350
684	256 126 318 387
685	51 219 132 286
686	205 220 45 114
687	203 139 211 84
688	400 331 214 299
689	201 76 388 86
690	127 116 141 84
691	84 203 20 342
692	374 175 204 1
693	321 151 342 224
694	27 261 85 117
695	30 125 275 181
696	29 304 96 232
697	392 384 332 76
698	188 66 26 84
699	159 257 90 33
700	152 201 33 266
701	150 316 211 213
702	168 101 199 184
703	283 273 187 375
704	185 359 391 238
705	112 166 279 96
706	377 177 261 151
707	380 157 98 342
708	47 328 292 337
709	104 2 6 215
710	95 9 77 163
711	359 242 197 306
712	239 213 227 174
713	295 115 15 251
714	136 33 324 120
715	69 205 237 339
716	94 191 235 53
717	261 26 272 170
718	298 319 99 395
719	259 179 342 283
720	211 22 268 93
721	242 117 260 18
722	309 398 40 100
723	31 34 33 3
724	231 310 32 51
725	392 214 276 233
726	139 340 126 169
727	162 258 359 188
728	330 267 265 388
729	174 172 344 34
730	293 361 23 306
731	63 188 261 164
732	372 199 334 220
733	224 129 8 68
734	244 236 103 261
735	212 364 196 287
736	196 323 32 389
737	108 254 69 387
738	172 166 46 320
739	126 162 169 9
740	56 338 348 92
741	86 244 384 54
742	185 383 54 34
743	344 119 219 78
744	392 120 384 210
745	149 181 93 126
746	212 109 347 58
747	189 142 102 358
748	243 324 109 326
749	90 169 87 112
750	213 269 39 194
751	51 319 288 90
752	256 350 58 400
753	217 119 295 170
754	317 88 186 61
755	252 342 95 325
756	379 5 38 163
757	3 347 35 241
758	216 138 279 92
759	238 72 57 375
760	17 117 170 167
761	90 165 208 190
762	43 154 392 269
763	362 271 161 197
764	120 245 107 179
765	327 125 200 348
766	268 392 60 98
767	186 209 45 354
768	382 122 369 248
769	263 92 38 326
770	223 249 279 246
771	180 167 187 88
772	30 385 236 323
773	182 221 89 96
774	198 316 319 324
775	156 174 399 125
776	382 236 325 371
777	93 393 242 217
778	122 178 341 252
779	280 373 24 159
780	235 174 115 254
781	169 204 263 176
782	367 345 99 289
783	239 157 370 241
784	88 51 331 320
785	237 46 254 359
786	292 15 125 155
787	186 83 384 206
788	44 391 248 177
789	29 385 319 393
790	261 60 284 137
791	37 289 281 168
792	393 217 42 387
793	378 376 163 381
794	152 338 281 396
795	154 38 341 25
796	337 344 29 367
797	86 307 317 381
798	299 115 16 389
799	185 298 199 400
800	46 359 338 223
801	37 31 339 74
802	103 183 390 89
803	189 24 343 109
804	61 243 397 281
805	55 259 328 255
806	302 377 50 319
807	218 313 54 166
808	181 112 283 276
809	66 23 325 190
810	346 135 177 201
811	107 319 118 190
812	150 191 252 194
813	158 223 334 94
814	344 358 57 69
815	360 7 132 8
816	345 184 69 94
817	127 249 119 106
818	316 347 323 1
819	359 175 14 318
820	358 45 343 259
821	315 146 173 221
822	20 99 274 108
823	338 239 255 199
824	145 144 168 105
825	357 136 130 137
826	250 90 259 237
827	236 101 239 179
828	195 228 223 359
829	320 261 95 142
830	30 7 229 225
831	155 219 260 37
832	152 323 280 109
833	392 322 380 251
834	168 29 66 368
835	45 77 166 219
836	258 21 182 24
837	194 376 27 146
838	186 351 199 247
839	341 192 80 250
840	45 282 246 354
841	83 148 198 126
842	113 328 310 175
843	154 54 309 5
844	27 396 353 3
845	128 224 215 196
846	337 334 43 396
847	161 118 85 227
848	234 40 275 282
849	110 2 140 132
850	15 335 119 115
851	195 69 78 366
852	345 76 307 237
853	34 243 269 233
854	229 40 373 85
855	65 58 93 308
856	249 219 156 167
857	315 207 25 208
858	194 47 105 214
859	227 149 307 287
860	387 221 141 14
861	105 222 38 96
862	97 257 277 154
863	212 58 135 127
864	116 74 243 339
865	262 91 74 288
866	343 335 93 57
867	228 342 370 102
868	342 65 113 173
869	391 107 59 187
870	379 187 345 35
871	137 222 74 174
872	311 19 321 363
873	237 278 141 27
874	200 338 340 117
875	254 311 263 349
876	39 282 347 90
877	369 103 174 216
878	187 84 216 281
879	172 140 298 111
880	390 388 87 164
881	121 222 142 22
882	283 173 218 98
883	306 356 246 104
884	368 169 278 108
885	158 235 238 161
886	96 60 94 295
887	376 132 207 399
888	386 308 273 113
889	176 78 3 314
890	327 312 346 110
891	237 390 162 236
892	140 137 263 190
893	243 168 179 90
894	218 267 171 380
895	267 266 185 230
896	17 302 242 75
897	248 74 282 14
898	264 317 211 158
899	313 269 311 14
900	24 125 179 228
901	379 189 269 330
902	119 214 151 35
903	360 27 122 321
904	279 320 223 328
905	162 154 248 224
906	223 162 356 222
907	79 246 195 190
908	117 303 265 115
909	194 240 254 35
910	375 77 96 102
911	117 322 326 297
912	145 201 51 9
913	136 125 99 4
914	58 276 25 281
915	90 117 60 38
916	346 73 135 175
917	156 392 306 42
918	186 168 199 247
919	290 39 394 126
920	144 127 30 369
921	283 176 4 302
922	120 388 269 40
923	245 126 377 115
924	122 252 23 271
925	287 81 199 47
926	223 320 170 65
927	171 112 62 10
928	336 57 39 29
929	332 399 98 8
930	392 277 122 52
931	240 130 158 391
932	284 323 213 108
933	17 355 295 313
934	257 72 67 274
935	305 257 23 395
936	87 61 338 388
937	267 209 310 180
938	61 246 350 1
939	348 142 197 147
940	290 275 189 260
941	132 66 64 295
942	393 217 80 165
943	141 315 230 131
944	277 177 88 294
945	225 246 144 349
946	143 55 277 254
947	275 205 239 111
948	308 24 309 278
949	344 350 286 60
950	49 266 382 159
951	43 255 230 95
952	326 174 96 64
953	378 385 148 146
954	170 339 10 249
955	67 236 134 126
956	393 192 154 91
957	307 390 14 141
958	339 129 328 323
959	292 147 138 205
960	400 257 289 31
961	381 282 191 8
962	199 121 269 291
963	35 287 385 271
964	51 18 10 198
965	391 74 159 43
966	48 255 284 347
967	292 348 227 302
968	226 289 86 81
969	64 349 147 262
970	315 166 87 22
971	191 344 280 309
972	100 115 327 376
973	245 249 363 138
974	314 397 266 300
975	200 138 13 64
976	157 380 302 352
977	3 269 2 388
978	262 125 255 210
979	105 90 284 179
980	397 26 120 99
981	303 43 253 386
982	72 220 6 202
983	371 20 162 4
984	125 275 43 124
985	12 6 148 288
986	61 340 243 206
987	17 233 388 135
988	21 298 196 239
989	23 326 242 369
990	31 232 133 368
991	390 71 175 288
992	268 194 397 236
993	296 328 157 1
994	107 187 19 14
995	86 237 243 10
996	196 63 252 136
997	293 126 155 391
998	79 61 213 67
999	353 73 292 197
1000	207 70 112 330
1001	202 245 186 96
1002	30 18 119 292
1003	8 218 9 289
1004	52 70 49 375
1005	41 367 364 38
1006	394 206 54 389
1007	222 36 25 107
1008	13 275 53 174
1009	228 396 118 35
1010	33 317 263 90
1011	2 46 103 218
1012	56 155 395 105
1013	106 348 174 183
1014	261 55 81 307
1015	105 127 376 373
1016	133 57 370 18
1017	216 81 27 86
1018	32 36 337 270
1019	35 348 334 118
1020	75 109 150 283
1021	198 369 32 271
1022	387 379 170 108
1023	57 187 346 121
1024	61 310 182 184
1025	323 130 195 205
1026	1 289 330 10
1027	261 392 239 106
1028	308 182 240 260
1029	330 308 188 235
1030	120 91 348 17
1031	21 244 328 150
1032	364 58 376 85
1033	167 229 60 66
1034	115 27 246 190
1035	92 280 391 224
1036	55 205 86 287
1037	124 332 387 98
1038	169 272 360 196
1039	77 227 199 140
1040	256 55 116 85
1041	344 79 308 54
1042	95 276 171 262
1043	100 26 108 179
1044	149 325 247 169
1045	199 364 8 205
1046	225 83 292 334
1047	37 269 292 369
1048	131 115 67 383
1049	132 212 296 216
1050	355 353 313 2
1051	134 141 149 86
1052	35 367 278 239
1053	234 92 30 339
1054	85 324 67 213
1055	151 206 258 137
1056	36 357 140 333
1057	365 242 229 166
1058	351 241 398 344
1059	276 298 196 20
1060	95 18 4 71
1061	300 118 250 272
1062	75 86 2 259
1063	347 78 24 297
1064	309 167 340 400
1065	82 369 256 151
1066	333 148 233 301
1067	16 308 129 182
1068	236 22 400 327
1069	83 58 335 391
1070	177 258 225 277
1071	200 214 235 95
1072	156 288 134 145
1073	357 323 327 276
1074	295 225 35 160
1075	256 376 84 261
1076	122 205 294 331
1077	171 192 106 57
1078	109 360 169 219
1079	323 381 119 388
1080	224 139 42 306
1081	360 169 80 329
1082	259 321 370 340
1083	70 309 217 55
1084	115 284 380 21
1085	43 76 313 193
1086	346 79 32 267
1087	177 21 355 109
1088	367 309 134 262
1089	94 14 281 178
1090	338 367 306 309
1091	167 199 259 318
1092	85 57 191 8
1093	120 9 333 307
1094	31 310 242 109
1095	81 93 345 347
1096	246 50 112 342
1097	181 262 67 197
1098	283 220 319 188
1099	7 330 244 358
1100	114 140 70 142
1101	194 139 216 97
1102	377 117 116 279
1103	156 110 66 51
1104	290 42 237 172
1105	248 285 153 307
1106	49 90 68 95
1107	138 73 270 28
1108	370 250 229 69
1109	326 5 319 69
1110	12 238 166 280
1111	196 251 103 224
1112	119 380 89 6
1113	64 162 193 357
1114	105 93 133 172
1115	54 203 289 280
1116	312 65 20 141
1117	32 346 143 276
1118	313 291 126 312
1119	339 134 135 21
1120	353 21 147 209
1121	160 366 349 85
1122	372 164 314 157
1123	34 297 120 304
1124	234 212 114 174
1125	208 220 153 354
1126	211 243 166 318
1127	323 86 337 190
1128	134 152 9 121
1129	92 381 19 79
1130	343 332 10 367
1131	74 316 73 124
1132	227 57 208 68
1133	380 371 61 257
1134	262 343 290 163
1135	339 294 274 65
1136	183 74 239 101
1137	148 58 324 343
1138	161 361 83 316
1139	106 182 382 46
1140	363 127 60 114
1141	322 232 165 301
1142	199 118 113 344
1143	80 52 314 319
1144	362 190 46 141
1145	305 316 146 263
1146	81 152 4 357
1147	130 339 40 354
1148	303 127 71 376
1149	198 363 346 306
1150	139 233 28 211
1151	187 91 147 56
1152	365 316 203 63
1153	225 177 338 174
1154	92 315 82 154
1155	23 311 49 258
1156	113 387 381 148
1157	265 137 124 37
1158	75 219 347 334
1159	288 206 211 64
1160	130 304 189 286
1161	104 342 274 329
1162	313 295 172 174
1163	55 235 74 296
1164	117 112 313 84
1165	314 59 368 349
1166	229 260 228 382
1167	232 360 224 17
1168	165 378 174 175
1169	161 304 173 270
1170	360 274 12 297
1171	400 306 387 356
1172	254 344 12 258
1173	122 71 36 78
1174	46 191 335 321
1175	291 226 400 184
1176	27 165 169 4
1177	167 399 280 228
1178	9 140 322 161
1179	330 134 276 391
1180	8 221 63 9
1181	377 174 253 91
1182	5 21 333 198
1183	326 146 160 354
1184	363 260 41 223
1185	340 354 63 350
1186	377 79 205 51
1187	7 377 34 225
1188	331 20 29 128
1189	64 178 303 115
1190	172 379 346 319
1191	165 228 248 385
1192	224 310 55 314
1193	314 383 313 244
1194	400 5 215 77
1195	155 205 21 292
1196	204 185 13 92
1197	291 144 133 286
1198	377 251 354 399
1199	274 133 164 230
1200	385 263 123 271
1201	195 319 297 270
1202	49 379 206 10
1203	46 11 90 84
1204	268 196 28 3
1205	110 113 335 337
1206	99 76 48 351
1207	286 233 211 102
1208	197 310 143 286
1209	362 365 66 53
1210	195 100 255 308
1211	2 128 211 31
1212	195 2 137 183
1213	5 55 322 24
1214	45 366 183 240
1215	189 57 229 288
1216	327 395 178 144
1217	257 137 24 386
1218	69 65 324 232
1219	361 228 301 271
1220	336 153 287 376
1221	106 59 82 271
1222	47 11 168 218
1223	82 285 110 121
1224	383 279 317 4
1225	276 259 340 48
1226	345 194 283 90
1227	63 311 221 104
1228	246 74 242 63
1229	197 236 319 363
1230	389 134 31 392
1231	161 308 44 88
1232	176 236 14 359
1233	199 336 218 313
1234	26 272 199 263
1235	136 148 231 132
1236	294 47 337 292
1237	26 290 376 12
1238	309 382 381 207
1239	338 72 156 58
1240	328 13 209 295
1241	104 24 244 78
1242	344 241 172 166
1243	378 325 386 28
1244	359 304 388 171
1245	66 384 64 310
1246	147 319 210 249
1247	360 206 179 194
1248	190 171 29 388
1249	348 307 123 277
1250	338 362 353 399
1251	126 115 139 38
1252	206 68 243 15
1253	377 266 155 272
1254	20 203 383 172
1255	83 282 243 88
1256	327 276 36 355
1257	156 331 380 391
1258	276 74 361 286
1259	77 364 373 6
1260	138 340 168 156
1261	168 68 140 353
1262	28 172 215 122
1263	82 184 340 186
1264	130 204 66 211
1265	16 225 36 294
1266	139 275 238 154
1267	1 30 146 129
1268	229 77 4 268
1269	177 252 354 181
1270	11 145 273 31
1271	1 364 362 337
1272	254 49 111 247
1273	238 182 232 61
1274	294 228 312 33
1275	367 138 22 230
1276	197 369 285 377
1277	349 313 255 128
1278	291 270 225 246
1279	198 217 293 208
1280	286 127 239 373
1281	79 158 78 192
1282	382 386 117 363
1283	220 356 248 179
1284	45 279 55 268
1285	168 176 314 296
1286	378 52 186 208
1287	291 106 165 232
1288	282 195 226 210
1289	387 396 237 294
1290	139 359 219 83
1291	233 239 160 36
1292	44 330 89 236
1293	17 327 105 269
1294	144 22 98 181
1295	199 335 322 342
1296	116 356 253 8
1297	160 120 274 236
1298	340 87 1 360
1299	142 334 93 210
1300	190 349 350 386
1301	137 203 360 342
1302	44 322 201 365
1303	92 140 393 141
1304	155 226 193 45
1305	128 123 1 49
1306	278 110 257 282
1307	210 388 158 332
1308	117 66 87 297
1309	97 138 250 169
1310	54 177 106 369
1311	195 397 200 7
1312	383 245 384 51
1313	292 235 19 149
1314	398 204 161 68
1315	237 4 150 40
1316	263 78 107 67
1317	153 95 295 311
1318	105 221 339 155
1319	157 172 102 31
1320	137 42 125 34
1321	357 400 42 241
1322	363 4 344 252
1323	325 165 279 152
1324	202 295 85 69
1325	72 239 165 343
1326	339 87 150 83
1327	173 269 252 314
1328	124 211 359 260
1329	375 265 169 262
1330	239 140 355 188
1331	63 172 31 52
1332	171 191 362 198
1333	35 366 279 225
1334	84 251 210 294
1335	365 39 235 285
1336	106 299 264 171
1337	370 314 291 324
1338	121 271 14 60
1339	93 184 264 174
1340	225 351 50 157
1341	373 370 116 383
1342	94 139 239 197
1343	351 172 275 10
1344	198 223 355 95
1345	216 112 272 26
1346	311 179 313 70
1347	336 266 89 372
1348	306 7 24 180
1349	124 254 306 205
1350	315 55 14 2
1351	163 241 238 277
1352	143 169 223 40
1353	126 338 390 385
1354	312 393 184 165
1355	44 285 55 367
1356	363 352 250 159
1357	287 49 269 59
1358	154 352 353 96
1359	295 6 244 52
1360	343 371 289 194
1361	316 42 224 187
1362	29 150 145 114
