Students	2000
273	203 11 453 40
274	8 491 354 334
275	493 518 492 284
276	223 296 155 272
277	584 319 71 37
278	330 254 124 140
279	320 37 483 352
280	234 243 363 328
281	226 163 29 553
282	478 300 524 445
283	479 296 214 517
284	445 67 121 38
285	189 148 376 348
286	92 435 45 358
287	13 430 23 77
288	237 4 566 323
289	275 78 444 314
290	300 230 416 131
291	152 582 253 490
292	19 78 240 224
293	228 204 424 467
294	560 79 70 577
295	535 410 143 224
296	367 463 350 182
297	387 59 325 39
298	445 432 441 98
299	576 249 438 358
300	567 38 359 450
301	462 135 90 114
302	440 134 325 575
303	27 388 145 597
304	213 394 287 290
305	40 79 147 368
306	491 119 574 183
307	547 14 487 277
308	264 31 548 209
309	33 453 163 460
310	419 516 320 52
311	361 283 33 10
312	37 581 520 155
313	34 369 446 452
314	413 18 469 477
315	567 296 207 447
316	389 173 214 390
317	457 85 357 372
318	187 313 44 65
319	595 512 345 186
320	56 216 11 501
321	561 353 279 458
322	383 524 494 559
323	45 69 596 404
324	479 418 168 554
325	364 78 29 114
326	298 352 245 430
327	313 466 553 537
328	403 216 125 182
329	209 9 550 380
330	10 165 327 73
331	134 570 201 87
332	85 327 228 492
333	309 509 264 490
334	103 237 28 201
335	345 500 364 191
336	268 109 218 77
337	341 215 435 184
338	139 280 132 375
339	309 261 547 511
340	483 333 369 539
341	495 150 410 468
342	197 560 183 561
343	386 153 48 391
344	132 158 540 488
345	154 592 398 387
346	318 45 419 348
347	404 568 539 152
348	4 10 338 333
349	130 359 149 189
350	74 394 547 234
351	416 71 86 343
352	185 48 130 132
353	104 526 94 371
354	16 107 278 492
355	591 477 522 543
356	111 241 421 512
357	508 317 213 60
358	293 561 97 530
359	221 149 425 26
360	30 414 229 27
361	207 94 477 131
362	316 156 300 579
363	211 94 120 373
364	311 595 67 466
365	104 101 250 426
366	460 377 63 491
367	308 196 265 61
368	578 333 287 579
369	123 564 188 351
370	360 322 272 191
371	555 276 334 598
372	202 600 62 234
373	9 507 119 334
374	517 176 187 479
375	322 399 453 140
376	24 61 86 564
377	98 1 344 519
378	257 99 361 14
379	492 422 11 461
380	556 421 166 240
381	174 496 142 472
382	250 307 400 70
383	64 113 399 508
384	414 326 464 99
385	96 448 19 177
386	557 497 69 12
387	247 128 186 316
388	144 41 300 384
389	591 397 589 399
390	296 517 437 174
391	406 67 12 210
392	495 270 539 120
393	399 10 116 598
394	385 118 74 176
395	431 214 383 169
396	589 244 192 576
397	485 338 113 553
398	178 599 78 83
399	204 475 352 191
400	355 346 149 449
401	375 114 331 2
402	533 467 54 531
403	215 407 388 218
404	365 296 175 10
405	45 222 21 344
406	235 233 323 524
407	315 171 296 162
408	150 265 590 357
409	531 76 315 5
410	416 380 581 127
411	356 592 596 109
412	426 438 446 297
413	168 342 297 432
414	580 88 390 453
415	6 56 332 317
416	413 101 360 128
417	336 238 523 198
418	596 288 409 93
419	576 534 15 198
420	175 471 272 128
421	530 536 256 490
422	355 312 459 452
423	471 359 560 409
424	58 40 14 314
425	513 213 62 365
426	354 406 233 266
427	582 151 43 320
428	269 151 459 398
429	484 579 555 544
430	8 296 227 458
431	138 411 417 95
432	159 286 217 189
433	513 308 225 429
434	240 346 28 493
435	242 70 519 567
436	559 479 373 269
437	80 322 233 206
438	276 17 209 512
439	86 39 420 223
440	29 222 508 499
441	461 442 222 237
442	269 461 480 294
443	406 329 330 181
444	70 202 18 76
445	308 462 507 283
446	586 255 59 23
447	46 474 225 593
448	272 117 266 4
449	70 452 408 74
450	92 415 381 211
451	483 559 496 242
452	516 411 270 588
453	472 58 597 470
454	157 190 230 61
455	318 264 504 465
456	537 289 385 525
457	241 291 94 413
458	219 81 516 314
459	255 123 418 280
460	451 138 361 104
461	173 84 309 33
462	326 477 60 565
463	277 320 542 337
464	45 422 549 375
465	426 410 460 599
466	408 65 529 390
467	254 321 195 486
468	156 68 126 507
469	239 124 51 571
470	577 95 385 576
471	380 358 250 468
472	10 530 220 498
473	471 241 257 364
474	320 360 465 293
475	379 561 309 231
476	167 234 102 354
477	454 504 392 359
478	586 477 189 589
479	173 268 297 71
480	443 281 25 196
481	35 457 202 279
482	325 423 95 171
483	62 194 179 401
484	336 435 381 519
485	434 567 269 379
486	176 414 186 126
487	396 95 59 459
488	49 564 250 156
489	74 330 164 239
490	377 383 522 264
491	293 314 82 235
492	327 43 321 477
493	309 585 133 135
494	481 41 418 432
495	492 133 287 452
496	102 416 343 471
497	112 77 252 474
498	253 77 570 572
499	583 425 140 370
500	56 513 11 538
501	343 411 144 347
502	33 393 4 589
503	209 235 592 542
504	14 401 318 557
505	574 97 84 10
506	248 409 246 89
507	181 469 281 403
508	359 102 194 126
509	369 575 295 235
510	444 47 505 555
511	202 437 449 514
512	487 132 165 70
513	306 391 153 45
514	232 139 188 121
515	239 120 261 247
516	2 287 341 201
517	551 115 399 477
518	412 536 21 139
519	200 419 428 153
520	459 570 515 353
521	485 195 573 373
522	401 396 560 31
523	443 56 216 127
524	182 582 533 174
525	451 202 163 536
526	440 527 590 3
527	160 287 462 397
528	401 435 50 529
529	126 233 132 221
530	448 335 240 112
531	425 326 97 234
532	263 599 515 152
533	594 545 24 39
534	56 530 178 92
535	103 422 508 77
536	529 504 392 449
537	487 430 192 48
538	518 127 459 136
539	54 243 547 398
540	91 561 231 565
541	201 473 244 108
542	146 359 334 19
543	46 49 432 217
544	508 200 311 535
545	142 26 74 556
546	135 117 573 17
547	80 185 490 429
548	540 229 261 117
549	568 180 361 341
550	464 589 383 14
551	535 544 88 397
552	87 561 31 307
553	547 470 100 44
554	537 325 363 539
555	534 7 423 460
556	26 107 536 222
557	261 502 350 10
558	151 494 290 23
559	61 245 594 324
560	239 385 14 303
561	444 82 138 126
562	74 470 122 107
563	366 538 277 38
564	150 342 206 86
565	451 187 233 320
566	427 545 503 86
567	285 564 295 561
568	279 451 286 108
569	485 42 582 48
570	502 3 26 302
571	228 542 87 473
572	532 366 149 303
573	291 596 155 113
574	32 567 424 593
575	131 202 241 419
576	514 541 199 105
577	91 462 189 403
578	48 19 317 250
579	435 293 18 73
580	563 488 231 577
581	259 486 51 330
582	391 132 562 234
583	557 351 61 546
584	186 276 101 113
585	230 576 57 578
586	32 570 71 480
587	438 341 459 463
588	267 221 520 570
589	27 364 226 543
590	197 521 399 213
591	525 402 342 600
592	380 210 443 49
593	134 386 346 411
594	197 27 336 373
595	510 280 536 290
596	111 299 272 269
597	411 38 241 185
598	55 287 312 169
599	283 163 167 165
600	244 133 434 249
601	89 119 512 80
602	146 570 535 359
603	108 9 426 171
604	395 307 62 363
605	417 498 539 315
606	223 347 374 178
607	188 584 106 508
608	65 537 42 163
609	320 416 312 219
610	357 353 25 200
611	523 596 3 135
612	590 455 438 546
613	134 81 192 363
614	470 95 244 175
615	341 42 499 190
616	251 582 477 554
617	466 547 60 164
618	70 235 304 218
619	85 257 127 71
620	138 10 397 277
621	168 229 53 347
622	578 430 460 83
623	145 285 121 425
624	118 50 438 477
625	548 374 453 24
626	165 188 363 408
627	235 144 266 482
628	405 458 185 462
629	322 116 223 474
630	566 210 31 363
631	473 133 337 98
632	384 208 440 156
633	132 336 455 280
634	514 73 493 94
635	579 433 555 234
636	288 525 327 391
637	216 270 530 214
638	345 231 230 273
639	363 42 41 530
640	70 251 518 447
641	182 370 145 414
642	517 288 434 270
643	593 231 193 13
644	181 138 175 402
645	350 472 118 154
646	307 18 483 149
647	526 419 283 495
648	99 458 598 384
649	113 468 420 456
650	115 184 583 494
651	504 385 277 384
652	194 431 480 397
653	310 43 47 325
654	144 340 458 193
655	173 1 286 393
656	110 330 247 329
657	525 168 474 373
658	388 556 542 249
659	444 503 566 146
660	125 101 94 491
661	423 212 112 393
662	356 255 282 59
663	594 142 273 172
664	432 495 204 542
665	272 518 573 427
666	307 121 271 561
667	82 97 100 294
668	411 291 496 542
669	468 458 38 417
670	463 196 493 47
671	464 302 410 504
672	428 235 306 234
673	511 484 242 395
674	175 86 538 3
675	442 119 508 528
676	531 213 360 488
677	596 227 326 313
678	386 508 230 488
679	94 550 531 102
680	215 93 228 43
681	25 373 406 260
682	37 563 32 475
683	577 77 364 1
684	336 545 27 25
685	297 1 137 452
686	571 12 487 520
687	195 561 396 569
688	248 273 356 490
689	394 174 25 515
690	285 381 355 256
691	403 131 563 32
692	141 104 254 486
693	290 60 189 148
694	11 110 505 187
695	76 553 233 454
696	170 477 261 83
697	95 246 405 372
698	371 73 317 587
699	325 302 469 536
700	86 66 456 532
701	398 460 48 560
702	390 568 557 69
703	276 517 121 193
704	224 401 281 116
705	488 50 250 347
706	221 422 385 129
707	406 171 193 32
708	70 503 496 162
709	323 113 3 123
710	46 600 344 539
711	147 140 429 557
712	376 502 594 459
713	246 358 227 509
714	24 459 504 587
715	47 597 466 110
716	524 355 115 66
717	393 80 12 207
718	253 153 506 333
719	307 311 4 425
720	340 479 446 109
721	216 574 130 491
722	9 573 399 278
723	587 421 243 138
724	522 497 215 204
725	584 228 312 134
726	491 344 136 41
727	518 214 549 212
728	196 463 347 278
729	364 420 195 282
730	481 290 202 551
731	392 170 66 427
732	179 483 401 239
733	422 406 488 284
734	171 465 92 165
735	225 147 506 226
736	264 467 143 341
737	230 344 108 509
738	16 466 554 546
739	349 91 402 46
740	418 316 12 174
741	300 277 489 421
742	531 436 527 250
743	345 49 577 502
744	114 237 90 229
745	173 57 271 408
746	83 98 35 90
747	546 109 352 155
748	510 30 358 165
749	175 13 156 352
750	566 150 189 101
751	288 131 423 518
752	532 560 370 111
753	298 507 45 78
754	412 308 7 474
755	441 491 330 122
756	299 576 236 21
757	505 459 132 369
758	110 418 116 399
759	507 418 140 394
760	235 178 147 119
761	324 520 390 399
762	598 450 151 287
763	504 230 565 81
764	11 195 37 158
765	520 446 203 158
766	211 64 207 398
767	26 152 50 72
768	359 88 505 210
769	222 262 90 418
770	229 479 60 456
771	203 538 144 428
772	196 121 298 438
773	394 480 376 131
774	414 39 220 180
775	50 588 407 218
776	531 183 453 109
777	432 253 297 288
778	285 15 195 423
779	545 529 368 282
780	130 397 195 438
781	513 183 84 436
782	453 90 574 173
783	511 206 448 244
784	573 9 264 302
785	476 593 552 83
786	492 13 361 423
787	495 11 7 271
788	429 90 335 598
789	483 115 267 539
790	420 458 426 58
791	279 568 213 398
792	577 114 461 44
793	341 400 240 242
794	224 377 118 433
795	141 432 289 442
796	582 590 31 569
797	342 92 385 312
798	414 123 536 319
799	54 163 265 350
800	58 451 61 579
801	38 272 436 45
802	533 27 416 579
803	455 60 482 586
804	577 92 295 221
805	450 55 413 342
806	245 309 144 479
807	559 19 179 542
808	235 99 103 297
809	353 152 71 218
810	592 515 172 56
811	526 511 106 269
812	131 239 332 29
813	253 596 535 487
814	147 453 83 320
815	160 218 409 222
816	171 468 416 237
817	168 525 42 61
818	155 538 458 429
819	169 442 211 411
820	145 429 187 27
821	342 317 503 453
822	483 208 287 114
823	133 124 51 549
824	3 86 409 455
825	318 503 297 40
826	180 414 205 175
827	133 282 97 494
828	578 71 362 563
829	376 413 519 563
830	362 165 359 49
831	486 210 398 474
832	158 490 1 150
833	475 297 388 519
834	118 20 513 558
835	216 337 585 92
836	485 75 528 373
837	399 593 336 32
838	272 397 492 336
839	439 399 196 99
840	465 104 383 53
841	157 555 194 544
842	568 111 463 348
843	374 329 231 476
844	296 15 62 422
845	431 480 233 32
846	109 59 502 249
847	597 294 405 53
848	407 114 180 567
849	97 519 576 188
850	94 348 65 339
851	114 479 64 128
852	410 387 498 443
853	495 74 150 523
854	151 575 486 147
855	589 258 137 106
856	48 444 354 114
857	261 472 389 378
858	4 475 438 35
859	584 576 226 341
860	201 20 207 196
861	511 561 304 469
862	180 251 271 74
863	368 585 401 385
864	600 227 9 162
865	44 219 73 591
866	356 407 315 43
867	450 14 549 527
868	249 355 187 352
869	421 271 32 593
870	242 548 158 49
871	548 429 63 563
872	41 221 182 26
873	34 115 551 561
874	66 218 49 268
875	435 537 103 530
876	383 546 319 536
877	1 16 146 293
878	528 451 369 546
879	310 173 335 36
880	126 224 231 571
881	13 95 519 168
882	199 390 386 348
883	494 595 75 487
884	226 198 550 535
885	226 215 345 265
886	509 237 85 314
887	428 248 169 211
888	163 396 291 271
889	235 313 600 165
890	384 365 563 213
891	72 328 250 311
892	461 325 540 336
893	128 254 560 168
894	567 392 489 250
895	396 399 598 140
896	204 288 584 315
897	349 271 353 65
898	599 315 36 222
899	340 492 548 524
900	214 320 385 482
901	265 159 302 107
902	390 15 456 176
903	452 443 560 539
904	480 117 39 2
905	286 395 41 595
906	453 149 220 359
907	78 7 212 244
908	405 329 221 70
909	507 52 532 240
910	427 405 203 226
911	397 388 118 307
912	361 417 554 107
913	432 363 274 222
914	480 262 517 583
915	504 232 336 404
916	203 338 209 470
917	256 123 539 591
918	96 334 584 537
919	307 232 568 234
920	161 343 376 134
921	158 479 405 441
922	347 113 353 232
923	152 63 423 527
924	42 475 595 80
925	177 187 340 194
926	257 115 143 140
927	446 336 532 401
928	62 339 314 549
929	430 400 200 337
930	258 342 324 385
931	489 153 96 130
932	140 424 344 211
933	350 352 490 45
934	39 346 418 167
935	74 271 352 577
936	84 469 278 88
937	585 312 267 514
938	484 329 331 478
939	387 358 240 280
940	190 42 57 199
941	552 74 209 576
942	327 449 594 254
943	249 37 59 306
944	183 109 239 451
945	382 48 354 484
946	484 480 428 275
947	134 312 285 194
948	537 298 459 53
949	548 124 121 551
950	410 288 413 452
951	123 361 247 187
952	181 499 530 76
953	418 69 10 37
954	345 563 468 298
955	296 413 333 573
956	343 23 376 131
957	114 543 314 69
958	82 385 232 547
959	246 562 125 446
960	435 260 558 92
961	26 378 112 69
962	31 363 49 405
963	519 552 21 190
964	229 160 470 541
965	271 306 6 197
966	309 409 338 84
967	547 297 264 109
968	533 368 459 549
969	130 97 152 180
970	334 593 270 433
971	386 448 422 410
972	107 243 472 582
973	54 177 338 115
974	347 461 413 591
975	529 80 135 52
976	533 297 566 437
977	585 386 595 545
978	441 128 382 188
979	210 118 293 564
980	289 574 380 309
981	482 66 364 477
982	25 48 117 150
983	269 336 63 222
984	14 218 579 76
985	211 402 546 202
986	79 443 297 283
987	170 157 58 185
988	217 536 333 471
989	189 376 95 281
990	429 16 168 502
991	38 203 381 323
992	348 383 105 98
993	264 210 476 212
994	7 78 11 62
995	417 127 326 282
996	107 284 143 550
997	322 231 38 461
998	468 392 155 388
999	212 120 237 524
1000	206 220 6 99
1001	335 88 11 5
1002	373 240 63 10
1003	115 165 330 509
1004	161 299 71 312
1005	459 192 450 477
1006	56 29 43 494
1007	87 417 285 49
1008	563 460 277 300
1009	21 545 348 42
1010	119 469 89 373
1011	132 92 299 80
1012	314 505 577 75
1013	161 396 583 317
1014	33 82 105 454
1015	512 147 227 458
1016	510 119 525 483
1017	102 518 111 28
1018	492 364 494 211
1019	132 225 213 329
1020	353 454 368 471
1021	516 422 556 222
1022	84 489 487 521
1023	358 270 330 181
1024	60 38 172 454
1025	50 409 329 418
1026	407 145 81 576
1027	90 565 530 20
1028	73 98 250 254
1029	588 482 318 15
1030	335 503 270 319
1031	452 115 535 285
1032	420 346 328 67
1033	399 301 176 246
1034	434 24 531 127
1035	427 15 53 246
1036	41 26 405 429
1037	69 328 349 294
1038	328 574 547 404
1039	289 32 463 182
1040	224 558 453 335
1041	53 227 584 556
1042	137 481 42 300
1043	472 144 246 11
1044	270 290 406 1
1045	35 369 154 379
1046	479 486 396 317
1047	417 344 9 355
1048	26 192 292 497
1049	257 414 421 542
1050	442 132 422 521
1051	346 590 84 195
1052	108 495 453 450
1053	290 508 301 521
1054	336 42 469 27
1055	599 475 233 435
1056	357 218 197 362
1057	504 583 539 498
1058	537 515 337 563
1059	576 203 357 1
1060	237 280 549 17
1061	222 585 456 265
1062	508 212 73 284
1063	44 375 39 101
1064	240 238 124 431
1065	502 420 384 475
1066	423 59 214 154
1067	321 25 307 586
1068	482 464 300 326
1069	447 348 346 481
1070	192 219 69 352
1071	17 342 355 114
1072	72 82 12 76
1073	78 310 87 347
1074	387 375 500 326
1075	537 13 115 579
1076	336 382 246 409
1077	162 426 341 339
1078	182 486 473 50
1079	122 115 499 192
1080	166 144 47 102
1081	347 236 509 390
1082	118 534 178 212
1083	353 598 525 581
1084	94 83 228 70
1085	88 428 149 359
1086	268 338 256 383
1087	558 578 236 6
1088	48 137 498 375
1089	413 138 359 261
1090	162 57 39 391
1091	182 393 518 142
1092	496 523 478 257
1093	519 444 132 404
1094	314 346 257 70
1095	448 538 41 25
1096	28 179 241 20
1097	137 248 285 293
1098	12 100 202 478
1099	451 527 522 134
1100	590 218 343 162
1101	170 276 138 147
1102	533 34 500 275
1103	347 301 436 82
1104	521 304 263 495
1105	236 479 427 595
1106	328 149 600 256
1107	453 331 68 598
1108	96 88 344 339
1109	316 271 354 481
1110	41 230 13 418
1111	222 335 139 179
1112	38 504 438 431
1113	46 384 138 61
1114	7 111 516 462
1115	27 256 393 377
1116	593 570 53 143
1117	145 476 273 202
1118	3 176 58 403
1119	400 124 490 224
1120	535 394 95 544
1121	428 577 174 389
1122	378 311 474 511
1123	163 339 276 34
1124	405 315 515 594
1125	393 205 285 237
1126	259 488 523 403
1127	511 282 204 24
1128	8 256 322 121
1129	526 459 408 38
1130	290 187 72 427
1131	495 428 551 312
1132	353 91 357 592
1133	121 176 145 547
1134	263 543 573 145
1135	232 477 491 344
1136	218 67 578 250
1137	199 302 213 428
1138	303 57 590 115
1139	567 518 517 564
1140	244 235 146 412
1141	536 257 363 1
1142	51 184 255 209
1143	138 519 177 400
1144	87 293 179 477
1145	485 201 407 238
1146	426 542 445 425
1147	401 541 493 306
1148	304 501 249 600
1149	419 1 320 44
1150	161 248 581 301
1151	406 338 348 355
1152	442 411 440 307
1153	274 96 356 557
1154	558 258 273 164
1155	267 239 463 323
1156	8 477 471 220
1157	428 504 503 165
1158	42 150 568 369
1159	47 550 592 291
1160	182 367 96 440
1161	109 409 549 54
1162	430 360 117 262
1163	119 451 271 389
1164	66 558 405 96
1165	49 262 391 83
1166	193 14 332 507
1167	194 544 435 227
1168	3 129 337 273
1169	90 135 368 300
1170	514 459 136 30
1171	398 115 340 529
1172	84 41 316 149
1173	552 163 335 197
1174	343 136 82 523
1175	86 170 14 4
1176	62 307 426 249
1177	160 112 565 520
1178	535 204 353 429
1179	467 13 570 496
1180	497 52 551 535
1181	265 6 504 22
1182	176 256 100 92
1183	439 514 288 523
1184	259 562 374 359
1185	36 355 550 90
1186	87 223 351 266
1187	395 353 129 157
1188	84 211 369 282
1189	459 23 194 317
1190	507 133 228 373
1191	111 467 72 55
1192	452 291 195 492
1193	326 157 388 65
1194	448 305 418 15
1195	372 300 222 491
1196	152 113 94 327
1197	551 538 183 189
1198	416 530 341 208
1199	149 187 415 304
1200	300 99 233 532
1201	292 63 598 449
1202	101 555 235 365
1203	474 349 540 100
1204	107 556 281 453
1205	318 25 57 300
1206	226 96 329 387
1207	538 357 407 338
1208	225 140 453 508
1209	392 1 71 90
1210	454 393 209 587
1211	457 35 500 129
1212	295 588 18 22
1213	428 298 388 439
1214	444 460 458 101
1215	125 535 318 279
1216	211 451 210 488
1217	276 496 190 131
1218	464 512 356 29
1219	499 295 164 503
1220	427 287 31 411
1221	391 512 469 206
1222	543 33 43 249
1223	45 488 373 53
1224	327 555 584 528
1225	356 40 455 477
1226	266 288 25 34
1227	178 567 543 367
1228	475 572 127 444
1229	210 84 317 57
1230	306 206 109 141
1231	131 36 262 104
1232	275 458 592 368
1233	34 336 330 415
1234	296 557 576 583
1235	190 534 586 49
1236	148 351 247 124
1237	66 30 22 58
1238	417 261 150 459
1239	16 74 279 172
1240	66 310 162 375
1241	98 506 382 59
1242	428 29 494 357
1243	509 210 149 23
1244	245 284 42 368
1245	104 25 363 211
1246	204 486 79 198
1247	423 292 201 28
1248	331 262 590 435
1249	582 371 41 543
1250	3 75 57 535
1251	85 469 249 194
1252	190 294 276 236
1253	38 475 182 274
1254	38 594 488 485
1255	144 494 391 72
1256	143 191 357 102
1257	395 497 63 238
1258	268 159 249 3
1259	182 117 304 388
1260	434 94 341 360
1261	72 310 412 562
1262	283 349 285 566
1263	417 396 48 295
1264	487 216 424 286
1265	203 508 402 517
1266	510 428 412 294
1267	253 12 455 555
1268	445 56 3 277
1269	435 395 69 442
1270	94 295 445 68
1271	178 34 77 300
1272	437 487 95 194
1273	492 168 394 350
1274	199 359 356 156
1275	467 115 270 386
1276	367 303 258 154
1277	432 258 101 211
1278	575 494 342 40
1279	518 451 101 87
1280	175 555 551 26
1281	484 534 342 438
1282	231 363 2 432
1283	355 598 135 441
1284	64 132 20 304
1285	439 389 56 581
1286	570 192 66 20
1287	182 105 99 334
1288	429 159 109 20
1289	68 20 383 572
1290	36 484 379 516
1291	84 222 286 35
1292	470 323 388 214
1293	549 420 10 483
1294	148 277 147 492
1295	438 412 228 362
1296	6 446 391 514
1297	430 379 597 4
1298	576 387 97 452
1299	337 352 546 309
1300	64 146 386 236
1301	557 307 588 371
1302	16 277 463 581
1303	70 292 483 419
1304	184 251 575 461
1305	26 357 245 77
1306	250 37 397 45
1307	289 428 163 18
1308	91 360 283 467
1309	191 69 212 226
1310	79 191 513 390
1311	437 310 26 503
1312	558 540 11 222
1313	233 514 522 361
1314	17 331 379 174
1315	119 563 576 346
1316	106 495 308 350
1317	351 478 524 527
1318	419 157 317 571
1319	65 299 259 99
1320	591 399 32 166
1321	588 553 378 297
1322	407 23 242 373
1323	63 585 305 356
1324	23 29 281 513
1325	252 355 80 26
1326	373 71 401 422
1327	394 474 279 456
1328	374 95 38 276
1329	47 70 564 159
1330	152 147 21 425
1331	275 430 44 393
1332	18 296 330 221
1333	173 228 140 564
1334	98 491 258 56
1335	121 578 597 195
1336	55 109 233 326
1337	408 403 128 207
1338	483 287 538 204
1339	232 510 579 167
1340	469 121 21 350
1341	531 52 36 46
1342	157 355 376 381
1343	38 357 415 137
1344	60 40 510 319
1345	206 86 41 156
1346	369 201 286 447
1347	377 579 399 211
1348	423 465 372 163
1349	574 280 433 267
1350	2 176 346 552
1351	61 475 161 270
1352	585 77 583 287
1353	378 421 462 431
1354	418 480 538 570
1355	304 367 537 420
1356	297 404 79 212
1357	583 2 370 485
1358	465 247 540 420
1359	151 556 595 529
1360	77 549 474 365
1361	388 453 334 140
1362	139 161 370 430
