Students	50
140	10 350 327 155
141	243 282 296 184
142	229 106 243 332
143	160 325 379 352
144	134 382 53 339
145	339 204 90 342
146	24 259 337 6
147	395 167 213 99
148	11 33 98 238
149	267 279 340 100
150	366 58 372 146
151	336 64 48 252
152	192 197 244 107
153	344 378 27 231
154	31 17 349 332
155	171 32 265 250
156	303 113 370 342
157	92 209 81 343
158	90 283 2 88
159	69 308 338 315
160	10 186 178 273
161	295 207 184 215
162	51 258 231 186
163	49 148 134 279
164	193 345 44 359
165	27 49 40 90
166	87 229 177 73
167	113 330 383 391
168	65 148 307 346
169	234 171 137 29
170	52 387 165 377
171	298 352 271 224
172	108 297 186 328
173	109 303 8 266
174	367 376 89 145
175	251 380 94 240
176	50 236 31 223
177	147 26 288 325
178	41 300 321 326
179	38 18 129 118
180	384 48 23 178
181	374 303 62 16
182	297 109 250 4
183	352 234 254 383
184	6 148 44 69
185	161 114 284 203
186	181 62 270 83
187	236 153 75 68
188	131 395 208 192
189	389 365 138 223
190	62 190 284 4
191	98 183 93 307
192	181 109 144 336
193	221 270 126 327
194	46 227 218 247
195	305 215 56 110
196	233 334 328 80
197	263 237 160 174
198	16 392 117 108
199	6 69 13 314
200	100 303 91 366
201	250 228 356 209
202	23 340 81 108
203	63 133 28 118
204	318 89 51 190
205	287 213 83 186
206	398 202 347 116
207	203 219 379 256
208	363 376 297 12
209	360 37 98 158
210	103 41 386 222
211	198 252 180 276
212	234 382 372 185
213	179 358 350 244
214	112 25 118 322
215	211 112 39 314
216	52 270 22 10
217	317 35 143 17
218	311 90 46 67
219	307 24 113 221
220	10 92 154 307
221	130 218 229 28
222	117 395 43 110
223	68 238 171 240
224	342 197 382 115
225	22 308 124 95
226	318 352 160 136
227	121 388 1 291
228	226 159 398 224
229	114 246 25 287
230	117 121 206 386
231	302 254 206 256
232	292 134 142 321
233	313 107 8 221
234	283 157 69 363
235	82 152 312 130
236	268 323 216 281
237	18 55 103 15
238	203 107 114 48
239	163 41 14 220
240	212 246 110 176
241	268 214 106 302
242	329 31 252 288
243	280 184 314 65
244	273 85 294 127
245	372 143 138 49
246	17 254 390 301
247	315 267 161 57
248	28 35 326 383
249	13 54 209 202
250	50 217 272 362
251	351 390 340 239
252	145 91 55 140
253	288 56 385 76
254	48 39 17 202
255	187 247 41 51
256	12 19 245 93
257	47 172 38 333
258	249 157 362 192
259	126 106 32 113
260	268 150 314 233
261	15 10 361 56
262	69 158 121 51
263	174 108 78 4
264	111 132 115 79
265	63 244 23 360
266	319 360 60 327
267	43 90 344 132
268	87 78 32 256
269	288 160 361 260
270	100 265 106 20
271	108 256 191 257
272	46 256 151 13
273	288 56 188 221
274	242 46 88 176
275	315 306 328 152
276	380 356 156 188
277	295 125 382 123
278	106 173 328 219
279	176 336 335 376
280	4 273 108 18
281	326 24 174 59
282	231 362 77 271
283	258 123 84 35
284	218 37 370 305
285	50 159 275 104
286	227 334 318 1
287	101 309 115 105
288	103 252 239 318
289	105 271 168 69
290	204 180 335 270
291	371 305 76 203
292	391 55 125 359
293	171 180 111 372
294	142 205 351 309
295	379 216 66 373
296	49 155 261 373
297	338 50 160 60
298	85 267 263 94
299	181 210 229 364
300	338 180 177 321
301	67 43 177 93
302	166 273 155 60
303	178 49 2 182
304	371 76 109 103
305	289 124 118 131
306	346 36 17 8
307	43 382 186 192
308	340 191 9 137
309	336 76 379 342
310	277 377 173 365
311	88 329 237 340
312	236 397 284 205
313	249 298 82 260
314	172 267 13 234
315	294 357 142 180
316	13 271 161 253
317	364 51 80 23
318	80 89 364 396
319	332 376 282 273
320	56 85 2 156
321	114 296 380 207
322	269 14 75 314
323	373 256 46 50
324	70 43 45 344
325	141 24 143 203
326	301 183 353 285
327	239 86 1 92
328	267 101 132 102
329	278 197 165 332
330	100 278 37 2
331	88 391 172 133
332	371 14 259 23
333	74 14 209 264
334	14 175 326 65
335	367 211 249 130
336	99 143 337 44
337	229 216 73 327
338	151 265 377 302
339	52 270 63 310
340	63 396 142 218
341	339 184 66 201
342	140 64 49 290
343	135 369 139 127
344	118 203 106 257
345	44 393 60 232
346	18 314 37 270
347	396 44 317 388
348	345 150 82 308
349	6 154 324 248
350	212 335 47 239
351	156 370 353 397
352	132 166 93 63
353	331 173 337 18
354	22 330 168 285
355	279 301 14 389
356	22 315 34 3
357	142 114 201 366
358	345 18 29 4
359	70 369 213 351
360	17 36 145 84
361	128 230 177 9
362	389 156 42 280
363	42 144 220 87
364	25 281 66 333
365	291 122 312 154
366	173 383 16 89
367	251 303 162 315
368	174 113 269 119
369	78 290 394 333
370	222 388 185 147
371	231 19 308 147
372	43 221 179 162
373	151 272 146 288
374	325 306 216 133
375	241 116 293 390
376	350 303 169 268
377	356 47 106 382
378	151 360 231 299
379	27 114 371 226
380	330 184 354 246
381	167 287 99 349
382	228 242 5 380
383	234 210 74 107
384	142 223 360 375
385	361 341 346 272
386	245 57 194 51
387	56 113 145 205
388	150 267 389 313
389	381 132 321 175
390	190 329 334 12
391	65 372 128 280
392	218 107 374 182
393	368 254 195 345
394	305 272 73 158
395	8 338 97 96
396	241 99 122 141
397	118 246 181 155
398	345 48 184 136
399	303 170 280 33
400	78 305 255 385
401	118 332 24 101
402	332 9 3 105
403	47 52 83 45
404	305 210 245 50
405	343 400 141 248
406	292 28 60 36
407	38 215 67 11
408	133 377 341 7
409	168 122 55 361
410	168 139 337 357
411	235 333 165 207
412	134 296 304 193
413	55 168 246 345
414	395 186 320 74
415	376 98 316 311
416	382 333 271 194
417	231 31 64 120
418	286 278 174 147
419	122 190 307 149
420	185 96 68 140
421	20 228 150 172
422	24 145 254 237
423	397 380 189 192
424	164 263 385 38
425	311 201 295 353
426	374 35 370 90
427	38 339 285 376
428	91 244 24 71
429	44 229 8 353
430	68 150 243 248
431	152 42 362 69
432	32 336 230 116
433	349 226 154 68
434	209 336 42 131
435	163 38 226 44
436	371 171 187 64
437	73 327 52 17
438	246 31 251 140
439	14 284 11 335
440	235 278 165 167
441	299 186 242 248
442	110 265 255 315
443	2 228 164 11
444	171 56 181 82
445	245 285 298 207
446	222 253 162 251
447	57 316 374 198
448	236 356 128 164
449	212 314 400 187
450	386 44 75 294
451	7 9 381 214
452	368 182 272 292
453	178 114 256 215
454	265 373 336 126
455	69 273 127 318
456	373 302 255 368
457	306 38 259 392
458	257 158 372 153
459	77 236 377 351
460	212 277 106 375
461	167 43 290 355
462	71 212 252 17
463	109 171 271 378
464	125 315 1 341
465	342 136 44 66
466	21 209 376 236
467	21 291 334 385
468	260 234 63 285
469	199 113 99 203
470	128 54 27 292
471	335 135 10 173
472	367 359 368 304
473	126 206 193 159
474	264 121 389 180
475	203 212 50 273
476	203 30 215 261
477	190 373 136 115
478	220 92 175 135
479	299 86 206 35
480	222 347 249 250
481	132 53 22 204
482	321 273 56 144
483	144 384 372 328
484	193 229 294 287
485	43 306 162 226
486	91 109 239 159
487	321 288 223 377
488	311 213 270 208
489	45 387 14 328
490	176 379 396 41
491	102 202 94 1
492	263 74 67 14
493	124 50 322 36
494	1 71 312 321
495	168 345 165 193
496	78 343 260 223
497	235 344 236 8
498	106 187 176 225
499	293 153 97 41
500	171 318 118 362
501	49 172 389 52
502	138 371 85 336
503	394 387 119 202
504	299 331 106 278
505	71 241 172 389
506	23 113 281 264
507	100 98 206 163
508	362 240 124 164
509	112 219 37 130
510	163 291 29 90
511	21 280 40 286
512	11 17 384 182
513	52 373 62 120
514	304 66 351 236
515	245 374 378 180
516	232 74 155 82
517	208 207 286 32
518	287 368 253 94
519	47 63 29 357
520	177 340 89 377
521	75 226 314 152
522	206 286 236 195
523	120 390 149 103
524	306 244 339 328
525	338 146 147 289
526	38 110 354 326
527	153 33 82 206
528	170 49 279 357
529	5 275 127 179
530	379 129 362 37
531	171 106 350 190
532	300 323 73 243
533	7 264 275 188
534	11 65 375 228
535	44 16 376 161
536	229 190 222 393
537	30 374 330 315
538	95 312 217 224
539	182 180 259 310
540	103 232 71 161
541	292 267 242 99
542	369 210 114 267
543	129 141 258 264
544	368 162 278 153
545	292 133 257 59
546	97 134 232 151
547	248 43 159 78
548	4 218 83 366
549	364 43 227 304
550	296 397 161 375
551	296 312 351 164
552	195 224 7 261
553	22 246 260 265
554	24 340 122 262
555	321 145 65 308
556	106 217 225 42
557	153 265 9 84
558	182 318 142 9
559	140 141 186 222
560	112 36 103 120
561	179 390 67 47
562	156 275 69 141
563	6 156 380 34
564	23 44 373 252
565	184 390 219 158
566	52 71 11 169
567	392 191 167 254
568	176 277 54 192
569	378 254 174 281
570	328 67 71 385
571	161 195 69 313
572	85 29 254 58
573	394 248 167 163
574	339 215 368 64
575	28 334 208 30
576	183 339 270 288
577	183 98 40 357
578	201 388 5 184
579	372 172 279 76
580	350 361 323 1
581	26 22 394 377
582	112 375 172 147
583	137 144 78 19
584	159 319 147 253
585	34 395 230 95
586	108 75 255 17
587	51 355 303 199
588	339 204 362 372
589	20 183 58 97
590	205 131 328 333
591	311 282 227 231
592	187 319 53 88
593	356 325 301 33
594	111 124 307 42
595	172 226 130 176
596	217 239 93 229
597	77 389 168 69
598	245 369 139 396
599	168 277 114 176
600	197 76 220 101
601	238 110 228 261
602	257 249 303 357
603	225 242 184 7
604	36 31 7 134
605	208 309 51 383
606	182 103 10 354
607	188 108 209 127
608	303 311 353 90
609	289 202 363 16
610	230 221 157 149
611	202 279 55 289
612	16 4 205 33
613	153 214 60 24
614	125 167 234 233
615	96 168 299 289
616	291 389 160 159
617	278 302 142 241
618	215 167 45 329
619	203 177 18 316
620	90 250 254 65
621	81 292 318 281
622	269 385 28 216
623	150 241 268 79
624	59 114 182 174
625	137 41 122 96
626	354 46 47 244
627	273 185 336 384
628	94 347 256 99
629	361 128 109 209
630	338 398 235 172
631	372 58 382 114
632	13 234 350 40
633	158 293 364 25
634	206 92 361 276
635	270 293 162 111
636	7 2 135 215
637	216 112 97 358
638	318 372 300 375
639	297 60 46 302
640	5 269 52 219
641	148 140 150 385
642	14 32 281 122
643	348 265 218 159
644	51 318 132 304
645	249 205 395 149
646	294 171 95 395
647	251 151 68 250
648	231 259 306 278
649	177 82 45 233
650	366 64 131 153
651	278 165 276 363
652	31 275 317 215
653	245 243 264 319
654	396 3 22 379
655	354 244 195 167
656	279 234 265 74
657	292 90 91 68
658	63 220 377 69
659	186 378 17 74
660	139 236 119 223
661	56 390 59 215
662	235 338 371 115
663	257 10 150 88
664	125 3 213 162
665	209 305 344 332
666	384 284 86 217
667	128 127 284 100
668	196 267 60 36
669	157 336 4 148
670	48 86 146 76
671	189 12 356 397
672	86 262 99 46
673	389 185 352 270
674	358 95 165 211
675	281 288 126 68
676	358 286 317 134
677	74 238 20 210
678	144 62 351 248
679	352 47 142 261
680	317 27 164 59
681	278 291 167 146
682	33 7 355 222
683	368 293 226 180
684	267 227 284 40
685	104 7 377 140
686	50 305 349 140
687	25 71 48 171
688	67 179 297 275
689	338 128 301 218
690	347 129 191 354
691	105 137 123 387
692	53 22 156 123
693	94 343 197 56
694	358 279 274 178
695	203 326 9 390
696	85 139 297 252
697	40 221 16 268
698	206 130 123 309
699	78 75 218 365
700	193 13 327 337
701	306 114 389 239
702	275 137 116 283
703	360 63 40 315
704	373 257 53 216
705	46 243 159 297
706	154 218 212 324
707	46 216 376 105
708	12 370 1 89
709	161 275 25 179
710	274 62 225 342
711	255 397 135 294
712	123 235 265 359
713	187 329 169 52
714	284 174 2 67
715	211 108 98 250
716	144 14 242 250
717	143 358 275 48
718	268 310 373 380
719	110 239 208 34
720	197 102 220 255
721	380 193 18 159
722	223 201 14 254
723	37 152 149 263
724	128 74 249 231
725	208 275 397 362
726	286 140 213 238
727	380 170 341 10
728	164 222 294 188
729	148 327 12 209
730	19 343 97 159
731	79 32 173 91
732	149 214 224 397
733	93 189 300 210
734	106 51 57 79
735	60 72 378 34
736	202 307 10 272
737	122 12 74 292
738	207 247 324 377
739	300 220 24 370
740	170 260 141 321
741	258 175 104 272
742	196 364 137 62
743	286 35 293 28
744	176 362 337 345
745	390 157 161 139
746	98 270 259 186
747	318 271 110 293
748	222 308 369 383
749	55 138 224 74
750	193 88 72 69
751	30 163 399 85
752	152 146 68 197
753	298 363 103 208
754	379 151 203 204
755	165 361 234 231
756	147 23 135 365
757	316 227 161 246
758	63 247 131 150
759	186 281 256 92
760	29 354 226 193
761	87 335 394 364
762	284 247 310 280
763	354 6 29 1
764	171 147 128 127
765	300 83 352 88
766	325 277 66 302
767	256 119 94 294
768	88 102 308 51
769	187 219 150 377
770	329 332 196 7
771	227 173 9 179
772	88 20 231 163
773	376 328 76 227
774	357 82 136 171
775	224 202 133 218
776	273 136 154 18
777	351 92 15 400
778	28 167 24 63
779	14 178 225 280
780	72 119 179 228
781	257 93 19 191
782	162 355 113 82
783	235 9 29 140
784	381 350 60 205
785	30 380 230 69
786	368 25 79 180
787	378 327 373 104
788	210 168 242 175
789	386 94 269 208
790	168 67 394 263
791	37 207 115 172
792	217 108 309 199
793	220 62 390 63
794	182 219 337 54
795	43 39 359 221
796	110 375 74 2
797	297 326 279 343
798	17 336 183 374
799	346 117 344 13
800	341 149 309 31
801	362 386 236 171
802	379 210 182 188
803	228 237 298 188
804	71 29 1 121
805	244 184 370 138
806	80 252 188 196
807	392 308 224 116
808	198 334 207 9
809	23 42 89 241
810	349 78 371 227
811	36 381 386 167
812	204 43 236 55
813	180 356 103 288
814	217 264 133 171
815	312 42 156 99
816	277 319 276 195
817	49 100 312 63
818	164 377 166 214
819	86 364 120 109
820	147 372 330 94
821	323 56 286 382
822	140 209 297 195
823	382 163 389 104
824	284 20 267 300
825	243 62 166 154
826	198 322 332 284
827	275 246 355 61
828	141 206 371 23
829	27 2 185 204
830	21 386 272 32
831	211 56 244 400
832	98 27 331 313
833	307 235 308 160
834	281 373 340 70
835	39 1 264 276
836	304 169 157 200
837	84 350 51 372
838	91 126 197 84
839	302 3 21 235
840	113 332 247 223
841	37 88 200 132
842	73 162 389 355
843	283 162 196 149
844	307 334 313 325
845	88 328 254 380
846	310 228 394 266
847	351 269 154 263
848	6 290 157 354
849	257 153 352 373
850	106 269 117 79
851	305 257 74 77
852	245 142 228 315
853	322 119 82 289
854	218 129 201 383
855	253 137 288 290
856	341 148 353 42
857	303 329 334 242
858	294 35 203 121
859	332 93 201 338
860	20 396 344 24
861	297 37 15 293
862	363 1 198 183
863	11 295 79 139
864	5 355 313 47
865	273 389 360 122
866	133 389 266 83
867	261 96 295 386
868	276 333 178 1
869	158 15 73 346
870	321 370 26 110
871	362 376 305 214
872	71 44 377 103
873	230 91 239 356
874	387 314 63 259
875	10 101 142 351
876	251 369 306 287
877	337 384 24 52
878	292 266 15 142
879	304 250 110 398
880	301 94 270 212
881	165 285 305 145
882	46 328 178 188
883	75 393 65 161
884	373 326 78 248
885	71 161 70 218
886	79 97 384 116
887	132 62 157 249
888	77 167 268 274
889	113 23 102 205
890	379 399 7 4
891	96 399 222 81
892	182 134 85 55
893	177 235 202 275
894	57 250 261 141
895	185 29 308 318
896	369 324 14 252
897	238 275 259 198
898	262 88 42 369
899	30 34 115 53
900	187 4 372 393
901	279 57 26 161
902	316 20 279 112
903	292 184 26 378
904	135 215 378 288
905	262 41 115 322
906	190 310 243 400
907	134 295 127 63
908	257 286 193 216
909	304 29 53 66
910	190 262 179 92
911	142 273 86 369
912	146 44 158 145
913	59 270 131 375
914	127 315 180 349
915	112 74 119 345
916	399 312 339 26
917	194 272 244 373
918	375 5 205 341
919	4 221 258 56
920	316 230 195 11
921	173 64 299 323
922	373 70 61 105
923	41 180 34 140
924	236 52 269 68
925	234 177 289 208
926	208 288 203 399
927	246 80 208 99
928	157 146 143 113
929	144 309 221 97
930	292 93 157 316
931	223 270 39 259
932	250 86 75 170
933	160 79 70 372
934	292 239 129 202
935	180 104 63 16
936	8 170 95 37
937	283 220 337 260
938	216 97 223 203
939	379 187 393 368
940	11 375 296 108
941	311 281 140 331
942	206 124 264 14
943	203 131 357 217
944	102 166 161 365
945	315 395 302 301
946	63 380 127 303
947	68 29 223 32
948	250 254 93 270
949	51 323 201 386
950	59 41 173 368
951	382 314 218 180
952	113 328 393 363
953	316 329 91 149
954	259 168 305 308
955	189 398 167 108
956	163 54 231 96
957	170 99 231 106
958	90 226 78 263
959	160 1 279 182
960	355 74 125 35
961	48 335 163 96
962	262 14 292 342
963	82 232 59 207
964	82 311 170 383
965	248 87 104 290
966	143 219 151 224
967	296 35 42 320
968	75 134 73 226
969	300 25 206 103
970	176 364 360 234
971	149 273 211 166
972	337 29 171 133
973	4 157 294 304
974	200 80 212 187
975	345 71 245 391
976	109 112 7 170
977	325 178 7 260
978	372 347 99 139
979	263 80 336 293
980	374 287 86 97
981	331 88 201 389
982	350 66 32 278
983	330 58 244 63
984	383 254 324 12
985	194 64 199 223
986	189 50 33 212
987	222 81 368 127
988	316 333 75 190
989	119 174 151 254
990	122 244 368 41
991	197 29 328 146
992	288 152 388 88
993	315 207 244 184
994	68 63 97 48
995	114 58 260 396
996	6 344 395 273
997	49 3 205 319
998	234 268 109 399
999	54 95 116 297
1000	281 120 257 314
1001	339 243 157 270
1002	66 107 300 94
1003	77 363 183 110
1004	48 387 162 338
1005	177 281 291 131
1006	41 328 175 138
1007	362 379 110 330
1008	312 373 240 282
1009	122 18 289 297
1010	17 44 144 383
1011	238 142 380 158
1012	384 315 339 141
1013	90 63 64 329
1014	263 246 150 294
1015	157 100 177 214
1016	175 206 355 195
1017	40 94 399 396
1018	121 345 400 86
1019	226 229 9 143
1020	4 265 362 36
1021	372 86 343 146
1022	280 100 93 380
1023	368 164 127 253
1024	47 55 51 104
1025	243 346 139 171
1026	189 2 95 229
1027	92 3 30 249
1028	10 300 380 171
1029	196 210 399 230
1030	205 321 120 190
1031	298 282 240 301
1032	285 212 53 94
1033	368 142 390 80
1034	190 265 290 20
1035	34 106 18 136
1036	331 76 349 284
1037	53 76 347 83
1038	343 20 225 297
1039	39 146 43 367
1040	142 77 299 214
1041	112 161 75 34
1042	187 161 150 125
1043	201 87 315 367
1044	343 117 346 196
1045	183 138 153 382
1046	95 178 148 21
1047	150 222 78 295
1048	177 235 283 178
1049	382 100 207 89
1050	267 12 268 369
1051	310 191 267 181
1052	323 139 192 167
1053	78 288 366 294
1054	158 150 202 308
1055	56 365 244 281
1056	6 91 1 236
1057	395 57 158 234
1058	256 367 242 55
1059	71 261 331 206
1060	345 242 166 130
1061	47 259 377 384
1062	212 72 47 137
1063	162 83 122 38
1064	391 60 95 214
1065	154 201 357 271
1066	226 137 302 306
1067	234 397 260 330
1068	12 354 231 391
1069	242 5 4 120
1070	290 176 23 246
1071	273 217 274 10
1072	268 121 201 126
1073	81 127 12 395
1074	387 142 385 222
1075	44 322 364 98
1076	33 137 354 3
1077	152 278 207 178
1078	49 17 23 379
1079	140 266 317 23
1080	117 116 96 158
1081	15 88 64 267
1082	175 264 74 262
1083	113 106 51 276
1084	232 345 133 206
1085	356 370 324 131
1086	116 206 131 245
1087	306 335 373 388
1088	267 25 250 214
1089	180 312 362 384
1090	319 9 369 246
1091	109 2 238 144
1092	202 244 321 335
1093	347 56 37 147
1094	138 42 400 13
1095	281 330 101 48
1096	343 381 379 45
1097	307 206 66 340
1098	110 271 331 173
1099	249 26 248 339
1100	393 90 54 13
1101	217 305 263 73
1102	107 71 386 109
1103	219 168 299 369
1104	50 256 195 139
1105	328 36 277 188
1106	48 116 358 66
1107	20 271 171 250
1108	244 65 383 192
1109	400 182 375 114
1110	387 131 240 151
1111	315 34 85 378
1112	299 197 164 381
1113	33 97 297 291
1114	79 359 328 231
1115	299 145 115 348
1116	265 299 85 90
1117	130 345 115 216
1118	323 335 391 115
1119	62 259 42 66
1120	322 60 291 285
1121	356 110 277 33
1122	160 386 144 304
1123	348 125 258 64
1124	354 272 154 115
1125	237 16 32 110
1126	278 67 283 339
1127	57 230 200 400
1128	178 327 225 9
1129	390 89 79 32
1130	25 181 144 340
1131	183 180 211 360
1132	272 280 176 78
1133	80 102 196 349
1134	135 385 371 221
1135	240 337 133 158
1136	148 35 151 335
1137	197 139 81 305
1138	211 360 166 177
1139	397 66 183 102
1140	199 146 179 363
1141	361 309 382 157
1142	231 290 99 158
1143	36 127 184 91
1144	226 41 188 113
1145	96 54 147 180
1146	341 109 77 30
1147	153 131 30 376
1148	381 376 40 2
1149	120 389 265 159
1150	95 275 134 278
1151	283 24 19 258
1152	339 355 328 187
1153	303 110 157 70
1154	33 149 243 356
1155	341 309 141 252
1156	211 98 368 207
1157	126 317 271 348
1158	148 122 220 320
1159	289 172 339 189
1160	38 303 315 236
1161	399 79 235 251
1162	324 181 112 271
1163	213 26 250 191
1164	366 297 42 170
1165	266 195 233 117
1166	313 49 344 228
1167	307 245 232 381
1168	138 92 303 376
1169	72 75 63 218
1170	114 186 216 370
1171	361 380 385 80
1172	209 165 229 122
1173	298 87 26 203
1174	136 206 224 58
1175	52 49 374 132
1176	120 378 78 131
1177	148 217 307 48
1178	209 170 197 174
1179	220 396 164 121
1180	238 338 272 259
1181	202 367 15 300
1182	210 328 123 202
1183	246 287 271 321
1184	290 34 261 161
1185	102 134 324 330
1186	382 167 253 377
1187	305 363 239 343
1188	206 41 42 129
1189	306 15 287 176
1190	309 134 371 124
1191	202 108 152 118
1192	97 324 65 164
1193	252 77 371 104
1194	27 292 199 120
1195	187 44 85 170
1196	285 340 165 287
1197	195 219 78 69
1198	27 282 226 208
1199	32 29 105 241
1200	4 71 239 329
1201	36 278 107 180
1202	236 244 355 272
1203	390 358 330 210
1204	297 82 321 12
1205	210 315 7 182
1206	131 72 233 127
1207	95 39 253 150
1208	324 34 169 167
1209	171 316 395 42
1210	274 59 53 124
1211	36 352 235 100
1212	3 353 208 89
1213	117 251 86 254
1214	16 102 322 318
1215	274 270 185 174
1216	10 282 158 93
1217	99 327 190 150
1218	265 323 358 104
1219	8 32 120 178
1220	244 21 181 51
1221	371 179 145 234
1222	268 79 216 374
1223	88 56 227 384
1224	399 370 276 384
1225	108 229 333 226
1226	288 23 18 296
1227	257 86 127 1
1228	342 193 160 92
1229	157 167 42 232
1230	141 374 366 156
1231	236 357 354 7
1232	125 118 370 92
1233	345 375 32 129
1234	74 264 31 186
1235	233 272 342 296
1236	362 171 204 240
1237	13 247 265 371
1238	135 335 395 207
1239	174 171 157 369
1240	174 392 258 125
1241	103 240 244 322
1242	322 26 227 207
1243	258 294 47 157
1244	31 304 164 193
1245	43 186 340 313
1246	281 348 78 89
1247	323 314 48 387
1248	113 85 288 293
1249	397 125 146 124
1250	208 178 81 110
1251	23 141 331 77
1252	107 344 199 19
1253	298 375 26 291
1254	344 255 232 36
1255	312 378 314 393
1256	63 301 61 115
1257	23 94 111 353
1258	118 344 338 347
1259	24 116 237 219
1260	21 312 363 328
1261	358 63 307 217
1262	121 314 124 111
1263	255 270 213 105
1264	244 335 391 92
1265	336 167 163 174
1266	19 58 259 128
1267	330 259 126 361
1268	51 269 95 284
1269	296 383 284 56
1270	120 9 285 55
1271	124 118 126 259
1272	66 291 142 58
1273	349 163 258 380
1274	137 88 93 271
1275	283 181 73 23
1276	93 212 356 358
1277	201 49 59 359
1278	72 183 31 150
1279	389 107 395 358
1280	142 377 308 221
1281	360 224 307 166
1282	88 349 220 293
1283	311 265 252 218
1284	20 374 367 203
1285	387 80 260 29
1286	393 354 24 282
1287	296 393 166 41
1288	166 110 14 113
1289	362 98 343 348
1290	395 344 172 300
1291	321 384 5 337
1292	128 293 26 290
1293	72 398 228 303
1294	336 164 105 97
1295	210 130 227 293
1296	265 396 174 186
1297	10 351 90 28
1298	288 96 164 392
1299	93 88 271 198
1300	1 357 21 141
1301	246 83 164 343
1302	265 108 226 91
1303	128 81 386 19
1304	19 201 98 388
1305	399 245 274 186
1306	255 17 352 259
1307	259 177 194 362
1308	234 261 206 328
1309	154 172 149 46
1310	133 117 273 211
1311	32 311 13 373
1312	75 135 80 179
1313	356 34 285 318
1314	351 319 292 270
1315	21 215 399 270
1316	318 129 109 324
